reference,candidate
Antígeno HLA - Bw6.,HLA - Antígeno leucocitario humano Bw6.
Cara externa del ovario.,Superficie lateral del ovario.
"Etidronato disódico, comprimidos+carbonato de calcio, comprimido efervescente, 400 mg/1,25 g, envase.","Disodium etidronate 400 mg comprimido y carbonato de calcio 1,25 g comprimido efervescente en un paquete."
"Producto que contiene solamente ramipril 2,5 mg por cada comprimido para administración oral.","Producto que contiene sólo ramipril 2, 5 mg/ 1 por comprimido oral."
Medición de oxalato de calcio en orina.,Medición del oxalato de calcio en orina.
Convocatoria para detección selectiva - ausente.,Invitación para la proyección - no asistió.
La ingesta diaria aproximada de colaciones.,La ingesta aproximada de bocadillos en un día.
Surco hipotalámico.,El surco hipotalámico del tercer ventrículo.
Duplicación de 22q11.2.,Síndrome de duplicación del cromosoma 22q11.2.
Reparación de una fístula intestinal.,"Reparación de la fístula intestinal, NOS."
U/g de hemoglobina.,Unidad de hemoglobina por gramo.
Muestra de líquido sinusal.,Muestra de fluido sinusal.
Fibrosigmoidoscopia con fibroendoscopio flexible.,Sigmoidoscopia de fibra óptica. ¿Qué es eso?
Interrupción parcial de la espermatogenia.,Se ha detenido la espermatogénesis.
Leucosticte arctoa.,El pinzón rosado asiático.
Enfermedad ósea por aluminio.,Osteopatía relacionada con el aluminio.
Deficiencia congénita de otros factores de la coagulación.,Deficiencia congénita de otros factores de coagulación.
Bilirrubina monoglucurónido.,El monoglucuronuro de bilirrubina también se utiliza para la prevención de la enfermedad.
Producto que contiene exactamente aprepitant 80 miligramos por cada cápsula para administración oral de liberación convencional.,Producto que contiene exactamente 80 miligramos de aprepitant/1 por cada cápsula oral de liberación convencional.
Agenesia de tracto alimentario.,"Ausencia congénita del tracto digestivo, NOS."
Medición de carnitina libre y total en muestra de orina.,Medición de la carnitina libre y total en la muestra de orina.
Centro independiente de maternidad.,Centro de parto independiente.
Producto medicinal que contiene glucopéptido y actúa como agente antibacteriano.,Medicamento que contiene glicopéptido y actúa como agente antibacteriano.
Producto que contiene dextromoramida 5 mg por cada comprimido para administración oral.,Producto que contiene sólo dextromoramida 5 mg/ 1 por comprimido oral.
Operaciones transluminales de la anomalía combinada de los grandes vasos.,Operaciones transluminales en la anomalía de una gran nave.
Suicidio asistido.,Suicidio asistido.
Afección materna Y/O fetal que afecta el trabajo de parto Y/O el parto.,Condición materna y/o fetal que afecta el trabajo de parto y/o el parto.
Aborto incompleto inevitable.,Aborto inevitable y incompleto.
Salmonella chester.,"En el caso de las especies de la subpartida I, la autoridad competente deberá indicar el nombre y la dirección de la especie."
Alta otorgada por terapeuta ocupacional del departamento de servicio social.,Licencia por el departamento de servicios sociales de terapeuta ocupacional.
"Corte, punción, perforación o hemorragia no intencional durante infusión o transfusión.","Cortes, pinchazos, perforaciones o hemorragias no intencionales durante la perfusión o la transfusión."
Válvula auriculoventricular.,Todo el atrioventricular.
Fijación transversal de elemento de fijación dental de precisión.,"Fijación de precisión dental, fijación seccional."
Adiaspiromicosis por Emmonsia crescens.,Adiaspiromicosis causada por la enfermedad de Emmonsia crescens.
Antígeno leucocítico humano B 1502 presente.,Antígeno leucocitario humano B 1502 antigeno presente.
Reacción adversa al mesilato de fentolamina.,Reacción adversa al mesilato de fentolamina.
Producto que contiene etinilestradiol y gestodeno en forma farmacéutica para administración oral.,Producto que contiene etinilestradiol y gestodeno en forma de dosis oral.
Manejo del apoyo para el enfrentamiento de situaciones.,Gestionar el apoyo para hacer frente.
Prueba de la función vestibular con observación y evaluación del médico.,Prueba de la función vestibular con observación y evaluación por parte del médico.
Estadio IIIA.,Estadio IIIa.
Polea flexora anular A1 del pulgar.,Todo el flector A1 de la polea del pulgar.
Sangrado esofágico por esofagitis ulcerosa.,Sangrado esofágico debido a una esofagitis ulcerosa.
Determinación de anticuerpos anti-gp 80 del VIH2.,El virus de la inmunodeficiencia humana.
Antígeno de Filaria.,El antígeno de la filaria.
Producto con ozenoxacina para administración cutánea.,Producto que contiene ozenoxacina en forma de dosis cutánea.
Acetilcisteína oftálmica.,Acetilcisteína oftalmológica.
Espécimen obtenido por lavado peritoneal.,Muestra obtenida por lavado peritoneal.
Necrosis aséptica de la epífisis de la cabeza del fémur.,Enfermedad de la cadera de Perthes.
Trastorno infeccioso musculoesquelético.,Trastorno infeccioso musculoesquelético.
Producto que contiene efavirenz en forma farmacéutica para administración oral como único ingrediente.,Producto que contiene sólo efavirenz en forma de dosis oral.
"Nicotina, 4 mg, goma de mascar.",El chicle de 4 mg de nicotina.
"Trichophyton equinum, variedad equinum.",Trichophyton equinum var equinum. Es el mismo tipo de árbol que el Trichophyton.
Neoplasia metastásica maligna de las vías biliares extrahepáticas.,Neoplasia maligna metastásica de los conductos biliares extrahepáticos.
Miocardiopatía postparto.,Miocardiopatía periparto en el puerperio.
Sobredosis de secobarbital.,Una sobredosis de secobarbital.
Cartas de Allen.,Las tarjetas de Allen para el preescolar.
Hallazgo relacionado con la movilidad articular.,Observación de la movilidad articular.
Enfermedad renal.,Enfermedad de riñón.
Suspensión del útero.,Reparación quirúrgica del útero prolapsado (procedimiento).
Absceso de Brodie de la columna vertebral lumbar.,El absceso de Brodie en la columna lumbar.
Enfermedad metabólica - RETIRADO -.,"Enfermedad metabólica, NEC."
Toracectomía por colapso de pulmón.,El procedimiento de toracoplastia.
Control de estrés realizado.,Chequeo de monitoreo de estrés hecho.
Género Chelodina.,Es una Chelodina.
"Enfermedad marcada por un fenotipo característico de crisis epilépticas. Según la cantidad de pérdida cromosómica y el mosaicismo asociado, el síndrome del cromosoma 20 en anillo se asocia con macrocefalia, discapacidad intelectual leve a moderada o trastornos conductuales. En casos infrecuentes, pueden presentarse malformaciones encefálicas, renales o cardíacas.","Enfermedad marcada por un fenotipo de convulsión característico. Dependiendo de la cantidad de pérdida cromosómica y el mosaicismo asociado, el anillo (20) puede estar asociado con macrocefalia, déficit intelectual de leve a moderado o problemas de comportamiento. En casos raros, pueden estar presentes malformaciones cerebrales, renales o cardíacas."
Corona de diente.,"La corona de diente, el NOS."
Tomografía computada de tórax para planificación de braquiterapia.,Tomografía computarizada del tórax para la planificación de la braquiterapia.
Se acomoda en una posición.,Se ajusta a una posición.
Alergia a la calcitonina porcina.,¿Qué es eso?
Disminución en el abuso de sustancias.,El abuso de sustancias disminuyó.
"Tartrato ácido de epinefrina, 0,01%, gotas oftálmicas sin conservantes.","Tártaro de ácido epinefrínico 0, 01% gotas para los ojos sin conservantes."
M) mastocitosis maligna.,La mastocitosis es maligna.
Inmunoglobulina E específica contra grano de soja.,La inmunoglobulina E específica de la soja también puede ser utilizada para el tratamiento de la enfermedad.
Aumento del contenido de galactosa en la dieta en comparación con la ingesta basal de ese nutriente calculada para un individuo.,Aumento del contenido de galactosa en la dieta en comparación con la ingesta de galactosa en el inicio de la evaluación para el individuo.
Linfocito CD44+.,Linfocito positivo para el antígeno CD44.
Tratamiento de cardiopatía: iniciado.,El tratamiento cardíaco comenzó.
"Trimetoprima+sulfametoxazol, 480, comprimido.",Producto que contiene trimetoprima 80 mg y sulfametoxazol 400 mg/ 1 cada comprimido oral.
Ventriculitis micótica.,Es una ventriculitis por hongos.
Infestación causada por insectos.,Infestado por insectos.
Salmeterol (como xinafoato de salmeterol) 50 microgramos por cada disparo de polvo para inhalación.,Producto que contiene precisamente salmeterol (en forma de salmeterol xinafoato) 50 microgramos/activación en polvo de liberación convencional para inhalación.
Enfermedad causada por papilomavirus.,Enfermedad causada por el virus del papiloma.
Queratodermia palmoplantar difusa autosómica dominante tipo Norrbotten.,Queratoderma palmoplantar difuso autosómico dominante del tipo Norrbotten.
Azitromicina 500 mg por cada vial de polvo para solución inyectable.,Azitromicina 500 mg en polvo para solución inyectable vial.
Salmonella II 28:b:z6.,Es una salmonela Kaltenhausen.
Membrana esofágica terminal.,LOMR - Anillo de la mucosa esofágica inferior
Estreptoquinasa en forma farmacéutica para administración parenteral.,Producto que contiene estreptokinasa en forma de dosis parenteral.
Inflamación de párpado.,"Blefaritis, es una enfermedad."
Ganado Red Galloway.,El ganado de Red Galloway.
Aortoarteritis adquirida.,Aortoartritis adquirida.
Extracto de alérgeno de Averrhoa carambola para diagnóstico.,Extracto de alergeno para el diagnóstico de alergenos de la fruta estrellada.
Membrana timpánica.,"El tímpano, el NOS."
Producto que contiene tacrina como único ingrediente.,Sólo producto de Tacrine.
Complicación mecánica de prótesis articular interna.,Complicación mecánica de la prótesis de la articulación interna.
Onfalocele congénito.,El omfalócele.
Estructura de la bolsa de Seessel.,El bolsillo de Seessel.
Estrechez de recto por radiación.,Estreñimiento rectal causado por la radiación.
Producto que contiene paracetamol 250 mg y salicilamida 600 mg por cada comprimido para administración oral.,Acetaminofén 250 mg y salicilamida 600 mg en comprimidos orales.
Estructura de la cara articular del tubérculo de la octava costilla.,Parte articular del tubérculo de la octava costilla.
"Amoxicilina+clavulanato de potasio, 500 mg/100 mg, polvo para solución inyectable, vial.",Co-amoxiclav 500 mg/100 mg polvo para solución inyectable en un vial.
Rodilla de la cápsula interna.,Todo el gen de cápsula interna.
"Nitrofurantoína, 50 mg, cápsula.",Producto que contiene exactamente nitrofurantoína 50 miligramos/1 en cada cápsula oral de liberación convencional.
Aciclovir en forma farmacéutica para administración oftálmica.,Forma oftalmológica de aciclovir.
Ganglio linfático de Rosenmüller.,Estructura del ganglio linfático inguinal superficial.
Surco temporal transverso.,Estructura de los surcos temporales transversales.
"Salmonella 43:e, n, x, z15:1,6.",Se ha detectado la presencia de salmonela en el agua de las aguas de la Unión.
Anstroscopia diagnóstica a través de meato inferior.,Antroscopia de diagnóstico a través del meato inferior.
Intoxicación accidental por dimetil carbinol.,Envenenamiento accidental por carbinol dimetilo.
Paracentesis del tímpano con intubación.,Drenado del oído medio por miringotomía.
Disco embrionario bilaminar.,Todo el disco embrionario bilaminar.
Tipo L9.,Tipo L9.
Esternón bífido.,El esternón bífido.
Deficienca de 17CSR.,Deficiencia de 17-cetosteroide reductasa.
Angiografía de arteria de miembro superior con guía fluoroscópica.,Angiografía fluoroscópica de la arteria de las extremidades superiores con contraste.
Producto que contiene exactamente valproato de sodio 300 miligramos por cada comprimido de liberación prolongada para administración oral.,Producto que contiene exactamente 300 miligramos/1 de valproato de sodio por cada comprimido oral de liberación prolongada.
Fiebre amarilla de la selva.,La fiebre amarilla de la selva.
Tonómetro sin contacto.,El tonómetro de aire.
Producto que contiene salicilato de sodio 100 mg y paracetamol 150 mg por cada comprimido para administración oral.,Acetaminofén 150 mg y salicilato de sodio 100 mg comprimidos para administración oral.
Perfusión arterial de la mano.,Perfusión arterial de la mano.
Estructura de los pliegues tubáricos.,Las pliegues de las trompas uterinas.
Testosterona oral.,Producto que contiene testosterona en forma de dosis oral.
Producto que contiene dihidrato de azitromicina 600 mg por cada comprimido para administración oral.,Producto que contiene azitromicina dihidratada 600 mg/ 1 por comprimido oral.
Infiltración celular inflamatoria.,Infiltración leucocitaria.
Intoxicación accidental por monóxido de carbono por combustión incompleta de coque en estufa o cocina de uso doméstico.,Envenenamiento accidental por monóxido de carbono por combustión incompleta de coque en una estufa o chimenea doméstica.
Trastorno de músculo esquelético.,"Trastorno del músculo, NOS."
Alergia al diacetato de etinodiol.,Alergia al diacetato de etinodiol.
Hallazgo relacionado con el tamaño costal.,Observación del tamaño de las costillas.
Linfadenopatía traqueobronquial superior.,La linfadenopatía traqueobronquial superior.
"Al examen: movimiento de la cadera, reducido.",O/E - reducción del movimiento de la cadera.
Estructura del anillo ciliar del ojo derecho.,Estructura de la parte plana del ojo derecho.
Estado inmunológico - hallazgo.,Determinación del estado inmunológico.
Ulceración de los folículos de las pestañas.,Ulceración de los folículos de las pestañas.
Vía venosa sistémica obstruida después de procedimiento.,Obstrucción post-procedural de la vía venosa sistémica.
"Clorhidrato de seudoefedrina, 60 mg, comprimido.",Comprimido de 60 mg de clorhidrato de pseudoefedrina
Antígeno de virus de la fiebre porcina clásica.,Virus de la peste porcina clásica Ag.
Corriente directa en muñeca.,Corriente directa a la muñeca.
Producto que contiene sulfanilamida.,- ¿Qué es eso?
Fractura patológica concomitante con osteoporosis posquirúrgica por malabsorción y debida a ella.,Osteoporosis por malabsorción postquirúrgica con fractura patológica.
Trastorno de encéfalo causado por virus de viruela de simio.,Trastorno del cerebro causado por el virus de la viruela del mono.
División artroscópica de pliegue sinovial.,División artroscópica de la placa sinovial.
Granuloma de lóbulo de hemisferio cerebral.,Granuloma del lóbulo hemisférico cerebral.
Atendido por un obstetra.,Fue vista por un obstetra.
Agalsidasa alfa.,Producto que contiene agalsidasa alfa.
Endarterectomía de arteria coronaria.,Endarterectomía de la arteria coronaria.
Género Didelphis.,El género Didelphis.
Estructura de la membrana limitante externa de la retina.,Estructura de la membrana de limitación externa de la retina.
Quiste parafisario.,Quiste coloide del tercer ventrículo.
"Electrocardiograma: hipertrofia ventricular derecha, SAI.",ECG: RVH NOS.
Esporidia.,Esporidia.
Unión en una estructura anatómica.,Estructura de la unión anatómica.
Reconstrucción de carina.,Procedimiento de reconstrucción carinal.
Neoplasia de comportamiento incierto de piel de hombro.,Neoplasia de comportamiento incierto de la piel del hombro.
Alergia a la disopiramida.,Es alérgica a la disopiramida.
Perro de aguas francés.,Es un perro de perro francés.
Ensalada de papas con aderezo francés.,Ensalada de patatas con aderezo francés.
Pernettya.,"Pernettya, es el NOS."
Aplicación de medias de compresión.,Aplicación de medias de apoyo.
Medición de colesterol de las LBD.,LDL - Nivel de colesterol de lipoproteínas de baja densidad.
Nefritis intersticial crónica por metales pesados.,Nefritis intersticial crónica causada por el metal pesado.
Malassezia.,"Pityrosporum, NOS. ¿Qué es lo que quiere decir?"
Cryptococcus neoformans variante grubii genotipo VNII.,Cryptococcus neoformans var. grubii genotipo VNII. Se ha detectado que el genotipo de la bacteria es el mismo que el de la bacteria.
Radiografía de la sínfisis mentoniana.,Radiografía de la sínfisis mental.
Informe según tipo de copia.,Informe por estado de copia.
Aparato para incontinencia de Down.,El aparato de incontinencia de Down.
Arteria tibial anterior derecha.,Estructura de la arteria tibial anterior derecha.
Estriol 500 microgramos por cada óvulo vaginal de liberación convencional.,Estriol 500 microgramos pesario vaginal.
Determinación plasmática de inhibina.,Medición de la inhibición plasmática.
Screening.,- La intención de la prueba.
Parechovirus humano5.,HPeV5 - Parecovirus humano5.
Láser de gas neón.,Dispositivo láser de gas de neón.
Agente expectorante.,Es un expectorante.
Fundoscopia.,"Examen oftalmoscópico, sin pruebas."
"Identificación microbiana, método de disco de diferenciación bioquímica Minitek.","Identificación microbiana, método de disco de diferenciación bioquímica Minitek."
Oclusión ocular.,Cubriendo el ojo.
Producto que contiene exactamente ganciclovir 500 miligramos por cada cápsula para administración oral de liberación convencional.,Ganciclovir 500 mg en cápsulas
