reference,actual
"Mujer de 83 años con antecedentes de infecciones urinarias frecuentes, hipertensión, hiperlipidemia, diabetes mellitus de tipo 2 y neuropatía acudió al servicio de urgencias con fiebre, parálisis facial, balbuceo y reducción de la ingesta oral.","Una mujer de 83 años con antecedentes médicos de infecciones frecuentes del tracto urinario, hipertensión, hiperlipidemia, diabetes mellitus tipo 2 y neuropatía presentada al ED con fiebre, caída facial, habla torpe y consumo oral reducido."
hirsutismo facial,hirsutismo facial
"Se inició un tratamiento provisional para coronavirus 2019 (COVID-19) con azitromicina (10 mg/kg al día), lopinavir/ritonavir (12/3 mg/kg cada 12 h) e hidroxicloroquina (6,5 mg/kg cada 12 h).","Se iniciaron medicamentos empíricos para la enfermedad del coronavirus-2019 (COVID-19) (azitromicina 10 mg/kg/d, lopinavir/ritonavir 12/3 mg/kg/12 h y hidroxicloroquina 6,5 mg/kg/12 h)."
título de anticuerpos,Titer de anticuerpos
"Su análisis de sangre reveló linfocitopenia (0,69 [normal 1,0–3,2] × 109/L).","Los resultados de los análisis sanguíneos incluyeron linfopenia (0,69 [normal 1,03,2] × 109/L)."
Se le administró ceftriaxona y azitromicina tras obtener un frotis faríngeo.,Se administraron ceftriaxona y azitromicina después de obtener un exámenes de garganta.
tuberosidad,Tuberosidad
formas de miopatía,formas de miopatía
derrame pleural lado izquierdo,Efeusión pleural izquierda
trombosis de las venas,trombosis de las venas
nefrópatas,Nefrópatas
prostatitis no bacteriana,prostatitis no bacteriana
explorar el hombro izquierdo wa,dejar el hombro y examinar
ganglios raquídeos,gánglios de la columna vertebral
colitis crónica,colitis crónica
ensamblaje de la cápside citoplasmática,ensamblaje de capsídeos citoplasmáticos
"Clínicamente, la paciente presentó un choque, seguramente cardiógenico/séptico con una saturación de oxígeno venosa central de 42%, y requirió dobutamina.","Clínicamente el paciente también desarrolló un choque, probablemente cardiogénico/ séptico con saturación de oxígeno venoso central del 42%, y requirió dobutamina."
vello castaño claro,cabello marrón claro
piel escamosa,piel escamosada
"Durante los 8 meses anteriores al ingreso, estuvo sin tratamiento inmunosupresor o antineoplásico.",Durante los 8 meses anteriores a su admisión no recibió tratamiento antineoplásico o inmunosupresor.
trombosis venosa vena axilar aguda,trombosis venosa acuta de la vena axillar
eritema de tobillo derecho,eritema del tobillo derecho
neoplasia de mama,neoplasia mamaria
muerte neural,muerte neuronal
aumento de la fibrinólisis,aumento de la fibrinólisis
nafamostat,Nafamostat
bocio tóxico,goitre tóxico
despertar temprano,despertar temprano
"Seis días antes del ingreso hospitalario, el paciente mostró los síntomas iniciales en forma de escalofríos y fiebre.","Seis días antes de su ingreso al hospital, el paciente mostró síntomas iniciales en forma de escalofríos y fiebre."
linfoma cerebral primario,linfoma cerebral primario
restablecimiento,restaurar
heridas cutáneas,heridas en la piel
diálisis,diálisis
enfermedades reumáticas,enfermedades reumatológicas
insuficiencia renal excretora,insuficiencia renal excretora
necesidad de oxigenoterapia,necesidad de oxigeno
cráneo,cráneo
displasia auricular,Displasia auditiva
nariz puntiaguda,Nose apunta
obstrucciones tubáricas,Obstrucciones de los tubos
sudor fétido,sudor malodorante
"Las pruebas analíticas del LCR dieron unos valores de leucocitos (0,001 ×109/L), de proteína (0,27 g/L), de ADA (0,17 U/L) y de glucosa (3,14 mmol/L) dentro de los límites normales.","Los ensayos de laboratorio con CSF mostraron que el contenido de WBC (0,001 × 109/L), proteínas (0,27 g/L), ADA (0,17 U/L) y azúcar (3,14 mmol/L) estaba dentro de los límites normales."
ribonucleósido monofosfato en la biosíntesis de purinas,Proceso de biosíntesis de monofosfato ribonucleosido de purina
antecedentes claros,fondo claro
porción caudal,porción caudal
Capacidad de Socialización,Capacidad para socializar
presencia cercana,presencia cercana
"Se inició tratamiento con 40 mg/día de metilprednisolona por vía oral, con disminución de 5 mg por día.",El paciente fue luego iniciado con 40 mg/ día de metilprednisolona oral reducida en 5 mg diariamente.
respuesta medular,respuesta espinal
Todos los adultos,todos los adultos
alelos de individuos,alelos de individuos
síndrome de muerte súbita del lactante,Síndrome de muerte súbita infantil
reacción pupilar deficiente,mala reacción pupillar
movimientos respiratorios,movimientos respiratorios
tratamiento de apoyo,Cuidado de apoyo
espacios abiertos,espacios abiertos
sobrepeso u obesidad,sobrepeso o obesidad
trastornos patológicos,trastornos patológicos
"Hasta principios de marzo de 2020 se hallaba en buen estado de salud, sin síntomas relevantes.",Siguió en buena salud sin ningún síntoma notable hasta principios de marzo de 2020.
padres sanos,padres sanos
eriodictiol,erodictiol
Los hemocultivos y la PCR para citomegalovirus no dieron resultados relevantes.,Los cultivos sanguíneos y la reacción en cadena de la polimerasa del citomegalovirus (PCR) no fueron notables.
región,región
La radiografía torácica mostró opacidades parcheadas en el campo pulmonar izquierdo medio.,La CXR en el inicio de la enfermedad mostró opacidades parcheadas en el campo pulmonar medio izquierdo.
retículo endoplásmico liso,el retículo endoplasmático liso
errores de recuperación,errores de recuperación
diabetes mellitus de tipo 2,diabetes mellitus tipo 2
controles médicos,control médico
surco nasolabial largo,filtro largo
sobredosis,sobredosos
regional,de las regiones
El paciente continuó con fiebre intermitente pero en ningún momento padeció hipoxia.,Continuó teniendo fiebres intermitentes pero nunca fue hipóxico.
Se administraron dos dosis sucesivas de tocilizumab i.v. (antagonista del receptor de la interleucina 6 [IL-6]) a 8 mg/kg (dosis máxima de 800 mg).,Se administraron dos dosis sucesivas de tocilizumab intravenosa (antagonista del receptor de la interleucina-6 [IL-6)) a 8 mg/ kg (dosa máxima de 800 mg).
sibilancia espiratoria,respiratorios con suspiros
testículos,testículos
temblor convulsión,convulsión de temblor
modulación viral del punto de control de la transición G0 / G1 en el huésped,modulación por virus del punto de control de transición de huésped G0/G1
muestras de tejido tumoral,muestras de tejido tumoral
dolor constante,dolor constante
El análisis anatomopatológico de una biopsia de piel obtenida de una lesión eritematosa endurecida de la pierna reveló una ligera licuefacción con infiltraciones celulares mixtas perivasculares y perianexiales desde la dermis papilar hasta la hipodermis profunda.,El análisis patológico de una muestra de biopsia cutánea obtenida de una lesión eritemática indurida en su pierna reveló una licuofiación leve con infiltraciones de células mixtas perivasculares y periadnexales desde la dermis papillar hasta el tejido subcutáneo profundo.
articulaciones periféricas,articulaciones periféricas
seno recto,seno recto
múltiples pústulas (exploración física),pústulas múltiples (encuentro físico)
signo o síntoma,Signo o síntoma
proteína viral,proteína viral
Inflamación de la columna,inflamación de la columna vertebral
segmento ST-T,Segmento ST-T
o afectaciones,o de deterioro
enfermedades prevenibles mediante vacunación,Enfermedades prevenibles por vacunación
proteína de membrana (SARS-CoV-2),proteína de membrana (SARS-CoV-2)
canal transversal,canal transversal
gran estatura,de alto estatura
posición basal,posición básica
examen físico,examen físico
corazón,corazón
tendón tendinósico,Tendinosis del tendón
El paciente murió de enfermedad asociada a COVID-19.,El paciente murió de una enfermedad relacionada con COVID-19.
comportamiento durante el sueño,comportamiento del sueño
analgésico opiáceo,analgésicos opioides
"Se realizaron dos pruebas PCR para COVID-19 a partir de frotis nasofaríngeos, en un intervalo de 48 horas, junto con una TAC torácica, y en ambos casos el resultado fue negativo para diagnóstico de COVID-19.","Dos pruebas PCR de COVID-19 en los swabs nasales se realizaron en 48 horas, junto con una tomografía computarizada del pecho, todas negativas para el diagnóstico de COVID-19."
urticaria por el agua,picor de agua
desprendimiento de retina secundario,desprendimiento secundario de la retina
relación con la enfermedad,relación con la enfermedad
quiste cerebral,quiste cerebral
médicos de atención primaria,médicos de atención primaria
Fue ingresada en el servicio de urgencias y se inició tratamiento sintomático por presunta infección por COVID-19 y fue dada de alta (la glucemia era normal).,"Fue ingresada en el departamento de emergencia, se le entregó tratamiento sintomático para una sospecha de infección por COVID-19, y fue despedida (la glucemia era normal en este momento)."
cambio de vendaje Windcare,cambio de vestimenta cuidado del viento
rasgos habituales,características habituales
"En el posoperatorio, el estado clínico del paciente mejoró considerablemente y, finalmente, fue dado de alta para confinamiento domiciliario.","Posoperatorio, el curso clínico del paciente mejoró dramáticamente y fue finalmente dado de alta para un aislamiento continuo."
"Posteriormente, las pruebas serológicas dieron positivo para IgG de SARS-CoV-2 (límite en día 6, positiva en día 11).","Posteriormente, el suero resultó positivo para el SARS-CoV-2 IgG (día fronterizo 6, día positivo 11)."
vegetación tropical,vegetación tropical
cáncer colon ascendente,cáncer de colon ascenden
ceguera total,ceguera total
ideas suicidas,idea suicida
cambio óseo,cambio en los huesos
volvulus,el volvulus
anomalías anales,anomalías anales
esclerosante,esclerosis
funciones psíquicas,funciones psíquicas
mundo de mañana,El mundo de mañana
función neuronal,función neuronal
trastorno generalizado del desarrollo,trastorno del desarrollo generalizado
probabilidad de complicaciones,probabilidad de complicaciones
enfermedad terminal,enfermedad terminal
capaz de hacer,capaz de hacer
excreciones renales,excreciones renales
trabajador nocturno,Trabajadores de turno nocturno
nociceptivo,Nociceptivos
nivel de sufrimiento,nivel sufrir
"Teniendo en cuenta los signos de microhemorragias delSNC, no se inició tratamiento anticoagulante.","Teniendo en cuenta los signos de microhemorragia del SNC, no se inició la anticoagulación."
flujo retrógrado,flujo retrógrado
alteración sensitiva,alteración sensible
Hombre de 58 años que ingresó en el servicio de urgencias a causa de una disminución de la consciencia e incapacidad de andar.,Un hombre de 58 años fue presentado al departamento de emergencias debido a un menor nivel de conciencia y la incapacidad para caminar.
lesiones cardíacas,Lesiones cardíacas
insuficiencia velofaríngea,insuficiencia velofáringeal
"Al ingreso, la radiografía torácica mostró opacidades de vidrio esmerilado parcheadas en el lóbulo superior del pulmón izquierdo, que progresaron rápidamente a una consolidación mixta segmentaria y a una opacificación de vidrio esmerilado con broncograma aéreo a los tres días de ingreso, que se resolvió en el lóbulo superior izquierdo; también mostró opacidades de vidrio esmerilado 7 días después del ingreso, que se resolvieron en dos semanas.","Después de eso, fue trasladado inmediatamente al hospital superior, y la tomografía de tórax mostró opacidad de vidrio de fondo patchable en el lóbulo superior del pulmón izquierdo al ingreso y progresó rápidamente a la consolidación mixta segmental y opacificación de vidrio de fondo con aerobroncograma 3 días después de ingreso y se resolvió en el lóbulo superior izquierdo y también mostró opacidades de vidrio de fondo multifocales 7 días después de ingreso y se resolvieron en 2 semanas."
deterioro del aprendizaje verbal,discapacidad del aprendizaje verbal
agravar la gota,agravamiento de la gota
custodio,el custodio
aparición de edema,aparición de edema
alteraciones inmunológicas,alteraciones inmunológicas
"Desde entonces, empezó a quejarse de dorsalgia en la zona dorsal-lumbar, que se agudizaba al mover el tronco.","Desde entonces, comenzó a quejarse de dolor de espalda en la región dorsal-lumbar que empeoró con los movimientos del tronco."
proporcionar acción,proporcionar acciones
bulto del pene (síntoma),bultos del pene (síntoma)
sinestesia,Sinestesia
"Una mujer de 28 años, sin antecedentes médicos, reportó tos seca, congestión nasal, fatiga, mialgias y artralgias, sin fiebre.","Una mujer de 28 años sin antecedentes médicos, presentada inicialmente con tos seca, congestión nasal, fatiga, mialgias y artralgias sin fiebre."
perforación uterina,Perforación uterina
No se observó realce de gadolinio.,No se observó aumento de gadolinio.
