reference,actual
Salmonella chester.,"Salmonella 1,4,[5],12;e,h;e,n,x."
Alta otorgada por terapeuta ocupacional del departamento de servicio social.,Descargo por parte del terapeuta ocupacional del departamento de servicios sociales.
"Corte, punción, perforación o hemorragia no intencional durante infusión o transfusión.","Cortes, punciones, perforaciones o hemorragias involuntarias durante la perfusión o transfusión."
Válvula auriculoventricular.,Todo el atrioventricular.
Fijación transversal de elemento de fijación dental de precisión.,Adherencia de precisión dental Adherencia de sección.
Adiaspiromicosis por Emmonsia crescens.,Adiaspiromicosis causada por la Emmonsia crescens.
Antígeno leucocítico humano B 1502 presente.,Antigén leucocito humano B 1502 presente.
Reacción adversa al mesilato de fentolamina.,Reacción adversa al mesilato de fentolamina.
Producto que contiene etinilestradiol y gestodeno en forma farmacéutica para administración oral.,Producto que contiene etinilestradiol y gestodeno en forma de dosis orales.
Manejo del apoyo para el enfrentamiento de situaciones.,Manejar el soporte de afrontamiento.
Prueba de la función vestibular con observación y evaluación del médico.,Prueba de función vestibular con observación y evaluación por parte del médico.
Estadio IIIA.,Estadio IIIa.
Polea flexora anular A1 del pulgar.,Todo el pulgar flexor A1.
Sangrado esofágico por esofagitis ulcerosa.,Sangrado oesofágico debido a una esofagitis ulcerosa.
Determinación de anticuerpos anti-gp 80 del VIH2.,Virus de inmunodeficiencia humana.
Antígeno de Filaria.,El antígeno de la filaria.
Producto con ozenoxacina para administración cutánea.,Producto que contiene ozenoxacina en forma de dosis cutánea.
Acetilcisteína oftálmica.,Acetilcisteína oftalmico.
Espécimen obtenido por lavado peritoneal.,Muestras obtenidas por lavado peritoneal.
Necrosis aséptica de la epífisis de la cabeza del fémur.,La enfermedad de la cadera de Perthes.
Trastorno infeccioso musculoesquelético.,Trastorno infeccioso musculoesquelético.
Producto que contiene efavirenz en forma farmacéutica para administración oral como único ingrediente.,Producto que contiene sólo efavirenz en forma de dosis orales.
"Nicotina, 4 mg, goma de mascar.",4 mg de nicotina para masticar chicle.
"Trichophyton equinum, variedad equinum.",Tricofito equino var equino.
Neoplasia metastásica maligna de las vías biliares extrahepáticas.,Neoplasma maligno metastásico de los conductos biliares extrahepáticos.
Miocardiopatía postparto.,Cardiomiopatía periparto en el puerperio.
Sobredosis de secobarbital.,Seco- overdose de la droga.
Cartas de Allen.,Tarjetas de preescolar de Allen.
Hallazgo relacionado con la movilidad articular.,Observación de la movilidad conjunta.
Enfermedad renal.,Una enfermedad renal.
Suspensión del útero.,Reparación quirúrgica del útero prolapsado (proceso).
Absceso de Brodie de la columna vertebral lumbar.,El absceso de la columna lumbar de Brodie.
Enfermedad metabólica - RETIRADO -.,"Enfermedad metabólica, NEC."
Toracectomía por colapso de pulmón.,Procedimiento de toracoplastia.
Control de estrés realizado.,Se ha hecho el control de estrés.
Género Chelodina.,- ¿Qué es eso?
"Enfermedad marcada por un fenotipo característico de crisis epilépticas. Según la cantidad de pérdida cromosómica y el mosaicismo asociado, el síndrome del cromosoma 20 en anillo se asocia con macrocefalia, discapacidad intelectual leve a moderada o trastornos conductuales. En casos infrecuentes, pueden presentarse malformaciones encefálicas, renales o cardíacas.","En el caso de los pacientes con anemia cerebral, el anillo (20) puede asociarse con macrosefalia, déficit intelectual leve a moderado o problemas de comportamiento."
Corona de diente.,"Corona de dientes, NOS."
Tomografía computada de tórax para planificación de braquiterapia.,Tomografía computarizada del tórax para la planificación de la braquiterapia.
Se acomoda en una posición.,Se ajusta a una posición.
Alergia a la calcitonina porcina.,¿Qué es eso?
Disminución en el abuso de sustancias.,El abuso de sustancias disminuyó.
"Tartrato ácido de epinefrina, 0,01%, gotas oftálmicas sin conservantes.","Oculares sin conservantes de 0,01% de tartrato de ácido epinefrino."
M) mastocitosis maligna.,La mastocitosis maligna.
Inmunoglobulina E específica contra grano de soja.,Imunoglobulina específica de la soja.
Aumento del contenido de galactosa en la dieta en comparación con la ingesta basal de ese nutriente calculada para un individuo.,Aumento del contenido de galactosa en la dieta en comparación con la ingesta de galactosa estimada en la línea de base para el individuo.
Linfocito CD44+.,Limpócitos positivos para el antígeno CD44.
Tratamiento de cardiopatía: iniciado.,El tratamiento cardíaco comenzó.
"Trimetoprima+sulfametoxazol, 480, comprimido.",Producto que contiene trimetoprim 80 mg y sulfametoxazol 400 mg/ 1 por comprimido oral.
Ventriculitis micótica.,Ventriculitis fúngica.
Infestación causada por insectos.,Infección por insectos.
Salmeterol (como xinafoato de salmeterol) 50 microgramos por cada disparo de polvo para inhalación.,Producto que contiene con precisión salmeterol (como xinafoato de salmeterol) 50 microgramos/acción en polvo de liberación convencional para inhalación.
Enfermedad causada por papilomavirus.,Enfermedad causada por el virus del papiloma.
Queratodermia palmoplantar difusa autosómica dominante tipo Norrbotten.,Queratoderma palmoplantar difusa dominante autosomal tipo Norrbotten.
Azitromicina 500 mg por cada vial de polvo para solución inyectable.,Azitromicina 500 mg en polvo para solución para inyección en vial.
Salmonella II 28:b:z6.,Salmonella Kaltenhausen.
Membrana esofágica terminal.,LOMR - Anillo mucoso inferior de la esófago.
Estreptoquinasa en forma farmacéutica para administración parenteral.,Producto que contiene estreptokinasa en forma de dosis parenteral.
Inflamación de párpado.,"Blefaritis, NOS."
Ganado Red Galloway.,Ganado de Galloway Rojo.
Aortoarteritis adquirida.,- Ha adquirido aortarteritis.
Extracto de alérgeno de Averrhoa carambola para diagnóstico.,Extracto de alérgeno de diagnóstico de alérgeno de la fruta estrella.
Membrana timpánica.,"El tambor de oído, NOS."
Producto que contiene tacrina como único ingrediente.,Sólo producto de Tacrine.
Complicación mecánica de prótesis articular interna.,Complicación mecánica de la prótesis articular interna.
Onfalocele congénito.,El omfalócele.
Estructura de la bolsa de Seessel.,El bolsillo de Seessel.
Estrechez de recto por radiación.,Estricción rectal causada por radiación.
Producto que contiene paracetamol 250 mg y salicilamida 600 mg por cada comprimido para administración oral.,Acetaminofeno 250 mg y salicylamida 600 mg comprimido oral.
Estructura de la cara articular del tubérculo de la octava costilla.,Parte articular del tuberculo de la octava costilla.
"Amoxicilina+clavulanato de potasio, 500 mg/100 mg, polvo para solución inyectable, vial.",Vial de 500 mg/100 mg de polvo para solución inyectable de Co-amoxiclav.
Rodilla de la cápsula interna.,El gen entero de la cápsula interna.
"Nitrofurantoína, 50 mg, cápsula.",Producto que contiene nitrofurantoína con precisión 50 miligramos/ 1 por cápsula oral de liberación convencional.
Aciclovir en forma farmacéutica para administración oftálmica.,Forma oftalmológica de aciclovir.
Ganglio linfático de Rosenmüller.,Estructura del ganglio linfático inguinal superficial.
Surco temporal transverso.,Estructura de los sulcos temporales transversales.
"Salmonella 43:e, n, x, z15:1,6.","Salmonella 43;e,n,x,z15;1,6."
Anstroscopia diagnóstica a través de meato inferior.,Antroscopia diagnóstica por medio del meato inferior.
Intoxicación accidental por dimetil carbinol.,Envenenamiento accidental por carbinol dimetil.
Paracentesis del tímpano con intubación.,Drenado del oído medio por miringotomía.
Disco embrionario bilaminar.,Todo el disco embrionario de Bilaminar.
Tipo L9.,Tipo L9.
Esternón bífido.,El esterno bífido.
Deficienca de 17CSR.,Deficiencia de 17-ketosteroides reductasa.
Angiografía de arteria de miembro superior con guía fluoroscópica.,Angiografía fluoroscópica de la arteria superior de las extremidades con contraste.
Producto que contiene exactamente valproato de sodio 300 miligramos por cada comprimido de liberación prolongada para administración oral.,Producto que contiene con precisión valproato de sodio 300 miligramos/1 por cada comprimido oral de liberación prolongada.
Fiebre amarilla de la selva.,La fiebre amarilla de la selva.
Tonómetro sin contacto.,Tónómetro de aire.
Producto que contiene salicilato de sodio 100 mg y paracetamol 150 mg por cada comprimido para administración oral.,Acetaminofeno 150 mg y salicilo de sodio 100 mg comprimido oral.
Perfusión arterial de la mano.,Perfusión arterial de la mano.
Estructura de los pliegues tubáricos.,- Las placas de las trompas uterinas.
Testosterona oral.,Producto que contiene testosterona en forma de dosis oral.
Producto que contiene dihidrato de azitromicina 600 mg por cada comprimido para administración oral.,Producto que contiene dihidrato de azitromicina 600 mg/1 por comprimido oral.
Infiltración celular inflamatoria.,Infiltrado leucótico.
Intoxicación accidental por monóxido de carbono por combustión incompleta de coque en estufa o cocina de uso doméstico.,Envenenamiento accidental por monóxido de carbono por combustión incompleta de coca en una estufa o chimenea doméstica.
Trastorno de músculo esquelético.,"Desorden muscular, NOS."
Alergia al diacetato de etinodiol.,Alérgica al diacetato de etinodiol.
Hallazgo relacionado con el tamaño costal.,Observación del tamaño de la costilla.
Linfadenopatía traqueobronquial superior.,Lymfadenopatía traqueobronquial superior.
"Al examen: movimiento de la cadera, reducido.",O/E - movimiento reducido de la cadera.
Estructura del anillo ciliar del ojo derecho.,Estructura del par plano del ojo derecho.
Estado inmunológico - hallazgo.,Encontrar el estado inmunológico.
Ulceración de los folículos de las pestañas.,Ulceración de los folículos del pestaña.
Vía venosa sistémica obstruida después de procedimiento.,"Tras el procedimiento, la vía venosa sistémica obstruida."
"Clorhidrato de seudoefedrina, 60 mg, comprimido.",Pseudoefedrina hidrócloro 60 mg comprimido.
Antígeno de virus de la fiebre porcina clásica.,El virus de la peste porcina clásica Ag.
Corriente directa en muñeca.,Corriente directo a la muñeca.
Producto que contiene sulfanilamida.,- El sulfanilamida.
Fractura patológica concomitante con osteoporosis posquirúrgica por malabsorción y debida a ella.,Osteoporosis de malabsorción postoperatoria con fractura patológica.
Trastorno de encéfalo causado por virus de viruela de simio.,Trastorno cerebral causado por el virus de la viruela de mono.
División artroscópica de pliegue sinovial.,División artroscópica de la plica sinovial.
Granuloma de lóbulo de hemisferio cerebral.,Granuloma del lóbulo hemisférico cerebral.
Atendido por un obstetra.,Vieron el obstetra.
Agalsidasa alfa.,Producto que contiene agalsidasa alfa.
Endarterectomía de arteria coronaria.,Endarterectomía de la arteria coronaria.
Género Didelphis.,El género Didelphis.
Estructura de la membrana limitante externa de la retina.,Estructura de la membrana límite externa de la retina.
Quiste parafisario.,Cisto coloide del tercer ventrículo.
"Electrocardiograma: hipertrofia ventricular derecha, SAI.",El NOS de RVH.
Esporidia.,Esporidia.
Unión en una estructura anatómica.,Estructura de la unión anatómica.
Reconstrucción de carina.,Procedimiento de reconstrucción del carino.
Neoplasia de comportamiento incierto de piel de hombro.,Neoplasma de comportamiento incierto de la piel del hombro.
Alergia a la disopiramida.,Allergia a la disopiramida.
Perro de aguas francés.,Espanale francés.
Ensalada de papas con aderezo francés.,Salada de papa con salsa francesa.
Pernettya.,"Pernettya, NOS."
Aplicación de medias de compresión.,Aplicación de calzoncillos de apoyo.
Medición de colesterol de las LBD.,LDL - Bajo nivel de colesterol de lipoproteína de densidad.
Nefritis intersticial crónica por metales pesados.,Nefritis intersticial crónica causada por el metal pesado.
Malassezia.,"Pitirosporum, NOS."
Cryptococcus neoformans variante grubii genotipo VNII.,Cryptococcus neoformans var. grubii genotipo VNII.
Radiografía de la sínfisis mentoniana.,Radiografía de la simfisis menti.
Informe según tipo de copia.,Reporte por estado de copia.
Aparato para incontinencia de Down.,El aparato de incontinencia de Down.
Arteria tibial anterior derecha.,Estructura de la arteria tibial anterior derecha.
Estriol 500 microgramos por cada óvulo vaginal de liberación convencional.,Estriol 500 microgramos de pesario vaginal.
Determinación plasmática de inhibina.,Medición de inhibición plasmática.
Screening.,- Escrime de intención.
Parechovirus humano5.,HPeV5 - Paréchovirus humano5.
Láser de gas neón.,Dispositivo láser de gas de neón.
Agente expectorante.,Es un esperanto.
Fundoscopia.,"Examen oftalmoscópico, NOS."
"Identificación microbiana, método de disco de diferenciación bioquímica Minitek.","Identificación microbiana, método de diferenciación de disco bioquímico Minitek."
Oclusión ocular.,Cubrir el ojo.
Producto que contiene exactamente ganciclovir 500 miligramos por cada cápsula para administración oral de liberación convencional.,Ganciclovir 500 mg cápsula.
