reference,candidate
"Corte, punción, perforación o hemorragia no intencional durante infusión o transfusión.","Corte, punción, perforación o hemorragia no intencionales durante la perfusión o transfusión."
Válvula auriculoventricular.,Todo auriculoventricular.
Fijación transversal de elemento de fijación dental de precisión.,Fijación seccional de precisión dental.
Adiaspiromicosis por Emmonsia crescens.,Adiaspiromicosis causada por Emmonsia crescens.
Antígeno leucocítico humano B 1502 presente.,Antígeno leucocitario humano B 1502 antígeno presente.
Reacción adversa al mesilato de fentolamina.,Reacción adversa al mesilato de fentolamina.
Producto que contiene etinilestradiol y gestodeno en forma farmacéutica para administración oral.,Producto que contiene etinilestradiol y gestodeno en forma de dosis oral.
Manejo del apoyo para el enfrentamiento de situaciones.,Gestionar el soporte de afrontamiento.
Prueba de la función vestibular con observación y evaluación del médico.,Prueba de función vestibular con observación y evaluación por parte del médico.
Estadio IIIA.,Etapa IIIa.
Polea flexora anular A1 del pulgar.,Todo el flexor A1 polea del pulgar.
Sangrado esofágico por esofagitis ulcerosa.,Sangrado esofágico debido a esofagitis ulcerativa.
Determinación de anticuerpos anti-gp 80 del VIH2.,Virus de inmunodeficiencia humana.
Antígeno de Filaria.,Antígeno de Filaria.
Producto con ozenoxacina para administración cutánea.,Producto que contiene ozenoxacino en forma de dosis cutánea.
Acetilcisteína oftálmica.,Acetilcisteína oftalmológica.
Espécimen obtenido por lavado peritoneal.,Espécimen obtenido por lavado peritoneal.
Necrosis aséptica de la epífisis de la cabeza del fémur.,Perthes enfermedad de la cadera.
Trastorno infeccioso musculoesquelético.,Trastorno infeccioso musculoesquelético.
Producto que contiene efavirenz en forma farmacéutica para administración oral como único ingrediente.,Producto que contiene solamente efavirenz en forma de dosis oral.
"Nicotina, 4 mg, goma de mascar.",Nicotina 4 mg de goma de mascar.
"Trichophyton equinum, variedad equinum.",Trichophyton equinum var equinum.
Neoplasia metastásica maligna de las vías biliares extrahepáticas.,Neoplasia maligna metastásica de conductos biliares extrahepáticos.
Miocardiopatía postparto.,Cardiomiopatía periparto en puerperio.
Sobredosis de secobarbital.,Sobredosis secobarbital.
Cartas de Allen.,Tarjetas de preescolar Allen.
Hallazgo relacionado con la movilidad articular.,Observación de la movilidad conjunta.
Enfermedad renal.,Enfermedad renal.
Suspensión del útero.,Reparación quirúrgica del útero prolapsado (procedimiento).
Absceso de Brodie de la columna vertebral lumbar.,El absceso de Brodie de la columna lumbar.
Enfermedad metabólica - RETIRADO -.,"Enfermedad metabólica, NEC."
Toracectomía por colapso de pulmón.,Procedimiento de toracoplastía.
Control de estrés realizado.,Comprobación de la monitorización del estrés realizada.
Género Chelodina.,Chelodina.
"Enfermedad marcada por un fenotipo característico de crisis epilépticas. Según la cantidad de pérdida cromosómica y el mosaicismo asociado, el síndrome del cromosoma 20 en anillo se asocia con macrocefalia, discapacidad intelectual leve a moderada o trastornos conductuales. En casos infrecuentes, pueden presentarse malformaciones encefálicas, renales o cardíacas.","Enfermedad marcada por un fenotipo convulsivo característico. Dependiendo de la cantidad de pérdida cromosómica y mosaicismo asociado, anillo (20) puede estar asociado con macrocefalia, déficit intelectual leve a moderado, o problemas de comportamiento. En casos raros, pueden estar presentes malformaciones cerebrales, renales o cardíacas."
Corona de diente.,"Corona de dientes, NOS."
Tomografía computada de tórax para planificación de braquiterapia.,Tomografía computarizada del tórax para la planificación de braquiterapia.
Se acomoda en una posición.,Se ajusta a una posición.
Alergia a la calcitonina porcina.,Calcitonina.
Disminución en el abuso de sustancias.,Disminución del uso indebido de sustancias.
"Tartrato ácido de epinefrina, 0,01%, gotas oftálmicas sin conservantes.","Tartrato de ácido epinefrino 0,01% colirio sin conservantes."
M) mastocitosis maligna.,Mastocitosis maligna.
Inmunoglobulina E específica contra grano de soja.,Inmunoglobulina E específica de soja.
Aumento del contenido de galactosa en la dieta en comparación con la ingesta basal de ese nutriente calculada para un individuo.,Aumento del contenido de galactosa de la dieta en comparación con la ingesta basal evaluada de galactosa para el individuo.
Linfocito CD44+.,Linfocitos positivos para el antígeno CD44.
Tratamiento de cardiopatía: iniciado.,El dis.tratamiento cardíaco comenzó.
"Trimetoprima+sulfametoxazol, 480, comprimido.",Producto que contiene trimetoprim 80 mg y sulfametoxazol 400 mg/1 cada comprimido oral.
Ventriculitis micótica.,Ventriculitis fúngica.
Infestación causada por insectos.,Infestación por insecto.
Salmeterol (como xinafoato de salmeterol) 50 microgramos por cada disparo de polvo para inhalación.,Producto que contiene con precisión salmeterol (como xinafoato de salmeterol) 50 microgramos/polvo de liberación convencional para inhalación.
Enfermedad causada por papilomavirus.,Enfermedad causada por el virus Papiloma.
Queratodermia palmoplantar difusa autosómica dominante tipo Norrbotten.,Autosomal dominante difuso palmoplantar queratoderma tipo Norrbotten.
Azitromicina 500 mg por cada vial de polvo para solución inyectable.,Azitromicina 500 mg polvo para solución inyectable vial.
Salmonella II 28:b:z6.,Salmonella Kaltenhausen.
Membrana esofágica terminal.,LOMR - Anillo mucosa esofágico inferior.
Estreptoquinasa en forma farmacéutica para administración parenteral.,Producto que contiene estreptoquinasa en forma de dosis parenteral.
Inflamación de párpado.,"Blefaritis, NOS."
Ganado Red Galloway.,Ganado Galloway Rojo.
Aortoarteritis adquirida.,Adquirido aortoarteritis.
Extracto de alérgeno de Averrhoa carambola para diagnóstico.,Extracto de alérgeno diagnóstico de alérgenos de esterfruta.
Membrana timpánica.,"Tambor del oído, NOS."
Producto que contiene tacrina como único ingrediente.,Producto sólo para tacrinos.
Complicación mecánica de prótesis articular interna.,Complicación mecánica de la prótesis interna de las articulaciones.
Onfalocele congénito.,Omphalocele.
Estructura de la bolsa de Seessel.,El bolsillo de Seessel.
Estrechez de recto por radiación.,Estenosis rectal causada por radiación.
Producto que contiene paracetamol 250 mg y salicilamida 600 mg por cada comprimido para administración oral.,Acetaminofén 250 mg y salicilamida 600 mg comprimidos orales.
Estructura de la cara articular del tubérculo de la octava costilla.,Parte articular del tubérculo de la octava costilla.
"Amoxicilina+clavulanato de potasio, 500 mg/100 mg, polvo para solución inyectable, vial.",Co-amoxiclav 500 mg/100 mg polvo para solución inyectable vial.
Rodilla de la cápsula interna.,Todo el genu de la cápsula interna.
"Nitrofurantoína, 50 mg, cápsula.",Producto que contiene con precisión nitrofurantoína 50 miligramos/1 cada cápsula oral de liberación convencional.
Aciclovir en forma farmacéutica para administración oftálmica.,Forma oftalmológica aciclovir.
Ganglio linfático de Rosenmüller.,Estructura del ganglio linfático inguinal superficial.
Surco temporal transverso.,Estructura de sulci temporal transversal.
"Salmonella 43:e, n, x, z15:1,6.","Salmonella 43;e,n,x,z15;1,6."
Anstroscopia diagnóstica a través de meato inferior.,Diagnóstico de antroscopia vía meato inferior.
Intoxicación accidental por dimetil carbinol.,Envenenamiento accidental por dimetilcarbinol.
Paracentesis del tímpano con intubación.,Drenaje del oído medio por miringotomía.
Disco embrionario bilaminar.,Todo el disco embrionario Bilaminar.
Tipo L9.,Tipo L9.
Esternón bífido.,Sternum bifidum.
Deficienca de 17CSR.,Deficiencia de 17-Ketosteroide reductasa.
Angiografía de arteria de miembro superior con guía fluoroscópica.,Angiografía fluoroscópica de la arteria del miembro superior con contraste.
Producto que contiene exactamente valproato de sodio 300 miligramos por cada comprimido de liberación prolongada para administración oral.,Producto que contiene exactamente valproato sódico 300 miligramos/1 cada comprimido oral de liberación prolongada.
Fiebre amarilla de la selva.,Fiebre amarilla de la selva.
Tonómetro sin contacto.,Tonómetro de bomba de aire.
Producto que contiene salicilato de sodio 100 mg y paracetamol 150 mg por cada comprimido para administración oral.,Acetaminofén 150 mg y salicilato sódico 100 mg comprimidos orales.
Perfusión arterial de la mano.,Perfusión arterial de la mano.
Estructura de los pliegues tubáricos.,Lápiz tubárica uterina.
Testosterona oral.,Producto que contiene testosterona en dosis orales.
Producto que contiene dihidrato de azitromicina 600 mg por cada comprimido para administración oral.,Producto que contiene azitromicina dihidrato 600 mg/1 cada comprimido oral.
Infiltración celular inflamatoria.,Infiltrado leucocítico.
Intoxicación accidental por monóxido de carbono por combustión incompleta de coque en estufa o cocina de uso doméstico.,Intoxicación accidental por monóxido de carbono por combustión incompleta de coque en estufas domésticas o chimeneas.
Trastorno de músculo esquelético.,"Trastorno muscular, NOS."
Alergia al diacetato de etinodiol.,Alergia al diacetato de etinodiol.
Hallazgo relacionado con el tamaño costal.,Observación del tamaño de la costilla.
Linfadenopatía traqueobronquial superior.,linfadenopatía traqueobronquial superior.
"Al examen: movimiento de la cadera, reducido.",O/E - movimiento reducido de la cadera.
Estructura del anillo ciliar del ojo derecho.,Estructura de pars plano del ojo derecho.
Estado inmunológico - hallazgo.,Hallar el estado inmune.
Ulceración de los folículos de las pestañas.,Ulceración de folículos latigazos.
Vía venosa sistémica obstruida después de procedimiento.,Vía venosa sistémica obstruida después del procedimiento.
"Clorhidrato de seudoefedrina, 60 mg, comprimido.",Pseudoefedrina comprimidos de 60 mg de clorhidrato.
Antígeno de virus de la fiebre porcina clásica.,Virus de la peste porcina clásica Ag.
Corriente directa en muñeca.,Corriente directa a la muñeca.
Producto que contiene sulfanilamida.,Sulfanilamida.
Fractura patológica concomitante con osteoporosis posquirúrgica por malabsorción y debida a ella.,osteoporosis por malabsorción postquirúrgica con fractura patológica.
Trastorno de encéfalo causado por virus de viruela de simio.,Trastorno cerebral causado por el virus de la monopox.
División artroscópica de pliegue sinovial.,División artroscópica de la plica sinovial.
Granuloma de lóbulo de hemisferio cerebral.,Granuloma de lóbulo hemisférico cerebral.
Atendido por un obstetra.,Visto por un obstetra.
Agalsidasa alfa.,Producto que contiene agalsidasa alfa.
Endarterectomía de arteria coronaria.,Endarterectomía de la arteria coronaria.
Género Didelphis.,Genus Didelphis.
Estructura de la membrana limitante externa de la retina.,Estructura de la membrana limitadora externa de la retina.
Quiste parafisario.,Quiste coloides del tercer ventrículo.
"Electrocardiograma: hipertrofia ventricular derecha, SAI.",ECG: RVH NOS.
Esporidia.,Sporidia.
Unión en una estructura anatómica.,Estructura de unión anatómica.
Reconstrucción de carina.,Procedimiento de reconstrucción Carinal.
Neoplasia de comportamiento incierto de piel de hombro.,Neoplasia de comportamiento incierto de la piel del hombro.
Alergia a la disopiramida.,Alergia a la disopiramida.
Perro de aguas francés.,Francés spaniel.
Ensalada de papas con aderezo francés.,Ensalada de patata con aderezo francés.
Pernettya.,"Pernettya, NOS."
Aplicación de medias de compresión.,Aplicación de mallas de soporte.
Medición de colesterol de las LBD.,LDL - Nivel de colesterol de lipoproteínas de baja densidad.
Nefritis intersticial crónica por metales pesados.,Nefritis intersticial crónica causada por metales pesados.
Malassezia.,"Pityrosporum, NOS."
Cryptococcus neoformans variante grubii genotipo VNII.,Cryptococcus neoformans var. grubii genotipo VNII.
Radiografía de la sínfisis mentoniana.,Radiografía de la sínfisis menti.
Informe según tipo de copia.,Informe por copia de estado.
Aparato para incontinencia de Down.,El aparato de incontinencia de Down.
Arteria tibial anterior derecha.,Estructura de la arteria tibial anterior derecha.
Estriol 500 microgramos por cada óvulo vaginal de liberación convencional.,Estriol 500 microgramos de peso vaginal.
Determinación plasmática de inhibina.,Medición de la inhibición plasmática.
Screening.,Intención de detección.
Parechovirus humano5.,HPeV5 - Parechovirus humano5.
Láser de gas neón.,Dispositivo láser de gas de neón.
Agente expectorante.,Expectante.
Fundoscopia.,"Examen oftalmoscópico, NOS."
"Identificación microbiana, método de disco de diferenciación bioquímica Minitek.","Identificación microbiana, método de disco de diferenciación bioquímica Minitek."
Oclusión ocular.,Ojo que cubre.
Producto que contiene exactamente ganciclovir 500 miligramos por cada cápsula para administración oral de liberación convencional.,Cápsula de Ganciclovir 500 mg.
