reference,candidate
hirsutismo facial,hirsutismo facial
"Se inició un tratamiento provisional para coronavirus 2019 (COVID-19) con azitromicina (10 mg/kg al día), lopinavir/ritonavir (12/3 mg/kg cada 12 h) e hidroxicloroquina (6,5 mg/kg cada 12 h).","Se iniciaron fármacos empíricos para la enfermedad por coronavirus-2019 (COVID-19) (azitromicina 10 mg/kg/d, lopinavir/ritonavir 12/3 mg/kg/12 h y hidroxicloroquina 6,5 mg/kg/12 h)."
título de anticuerpos,Titer de anticuerpos
"Su análisis de sangre reveló linfocitopenia (0,69 [normal 1,0–3,2] × 109/L).","Los resultados del análisis de sangre incluyeron linfopenia (0,69 [normal 1,0-3,2] × 109/L)."
Se le administró ceftriaxona y azitromicina tras obtener un frotis faríngeo.,Ceftriaxona y azitromicina se administraron después de obtener un hisopo en la garganta.
tuberosidad,Tuberosidad
formas de miopatía,formas de miopatía
derrame pleural lado izquierdo,derrame pleural izquierdo
trombosis de las venas,trombosis venosa
nefrópatas,nefrópatas
prostatitis no bacteriana,prostatitis no bacteriana
explorar el hombro izquierdo wa,hombro izquierdo wa examinar
ganglios raquídeos,ganglios espinales
colitis crónica,colitis crónica
ensamblaje de la cápside citoplasmática,Conjunto de capsid citoplasmático
"Clínicamente, la paciente presentó un choque, seguramente cardiógenico/séptico con una saturación de oxígeno venosa central de 42%, y requirió dobutamina.","Clínicamente el paciente también desarrolló shock, probablemente cardiogénico/séptico con saturación de oxígeno venoso central del 42%, y necesitó dobutamina."
vello castaño claro,cabello castaño claro
piel escamosa,piel escamosa
"Durante los 8 meses anteriores al ingreso, estuvo sin tratamiento inmunosupresor o antineoplásico.",Durante los 8 meses previos al ingreso no tuvo tratamiento antineoplásico o inmunosupresor.
trombosis venosa vena axilar aguda,trombosis venosa axilar aguda
eritema de tobillo derecho,eritema del tobillo derecho
neoplasia de mama,neoplasia mamaria
muerte neural,muerte neural
aumento de la fibrinólisis,aumento de la fibrinólisis
nafamostat,nafamostat
bocio tóxico,bocio tóxico
despertar temprano,madrugar
"Seis días antes del ingreso hospitalario, el paciente mostró los síntomas iniciales en forma de escalofríos y fiebre.","Seis días antes del ingreso en el hospital, el paciente presentó síntomas iniciales en forma de escalofríos y fiebre."
linfoma cerebral primario,linfoma cerebral primario
restablecimiento,restaurar
heridas cutáneas,heridas cutáneas
diálisis,diálisis
enfermedades reumáticas,enfermedades reumatológicas
insuficiencia renal excretora,Insuficiencia renal excretoria
necesidad de oxigenoterapia,necesidad de oxigenoterapia
cráneo,craneal
displasia auricular,displasia auricular
nariz puntiaguda,Nariz apuntada
obstrucciones tubáricas,Obstrucciones tubáricas
sudor fétido,sudor malodoroso
"Las pruebas analíticas del LCR dieron unos valores de leucocitos (0,001 ×109/L), de proteína (0,27 g/L), de ADA (0,17 U/L) y de glucosa (3,14 mmol/L) dentro de los límites normales.","Las pruebas de laboratorio con LCR mostraron contenidos de WBC (0,001 × 109/L), proteínas (0,27 g/L), ADA (0,17 U/L) y azúcar (3,14 mmol/L) dentro de los límites normales."
ribonucleósido monofosfato en la biosíntesis de purinas,proceso biosintético de monofosfato de ribonucleósido de purina
antecedentes claros,antecedentes claros
porción caudal,porción caudal
Capacidad de Socialización,Capacidad de socializar
presencia cercana,presencia cercana
"Se inició tratamiento con 40 mg/día de metilprednisolona por vía oral, con disminución de 5 mg por día.","A continuación, el paciente comenzó con 40 mg/día de metilprednisolona por vía oral cónico en 5 mg al día."
respuesta medular,respuesta espinal
Todos los adultos,todos los adultos
alelos de individuos,alelos de las personas
síndrome de muerte súbita del lactante,síndrome de muerte súbita de lactantes
reacción pupilar deficiente,mala reacción pupilar
movimientos respiratorios,movimientos respiratorios
tratamiento de apoyo,Atención de apoyo
espacios abiertos,espacios abiertos
sobrepeso u obesidad,sobrepeso u obesidad
trastornos patológicos,Trastornos patológicos
"Hasta principios de marzo de 2020 se hallaba en buen estado de salud, sin síntomas relevantes.",Permaneció en buena salud sin síntomas notables hasta principios de marzo de 2020.
padres sanos,padres sanos
eriodictiol,eriodictyol
Los hemocultivos y la PCR para citomegalovirus no dieron resultados relevantes.,Los cultivos sanguíneos y la reacción en cadena de la polimerasa del citomegalovirus (PCR) no fueron notables.
región,región
La radiografía torácica mostró opacidades parcheadas en el campo pulmonar izquierdo medio.,La RXC al inicio de la enfermedad mostró opacidades irregulares en el campo pulmonar medio izquierdo.
retículo endoplásmico liso,retículo endoplasmático liso
errores de recuperación,errores de recuperación
diabetes mellitus de tipo 2,tipo 2-diabetes mellitus
controles médicos,controles médicos
surco nasolabial largo,filtro largo
sobredosis,sobredosificación
regional,regionales
El paciente continuó con fiebre intermitente pero en ningún momento padeció hipoxia.,"Continuó teniendo fiebres intermitentes, pero nunca fue hipóxico."
Se administraron dos dosis sucesivas de tocilizumab i.v. (antagonista del receptor de la interleucina 6 [IL-6]) a 8 mg/kg (dosis máxima de 800 mg).,Se administraron dos dosis sucesivas de tocilizumab intravenoso (antagonista del receptor de la interleucina-6 [IL-6)] a 8 mg/kg (dosis máxima de 800 mg).
sibilancia espiratoria,Silbato espiratorio
testículos,testículo
temblor convulsión,temblor convulsión
modulación viral del punto de control de la transición G0 / G1 en el huésped,modulación por virus del punto de control de transición G0/G1 del huésped
muestras de tejido tumoral,muestras de tejido tumoral
dolor constante,dolor constante
El análisis anatomopatológico de una biopsia de piel obtenida de una lesión eritematosa endurecida de la pierna reveló una ligera licuefacción con infiltraciones celulares mixtas perivasculares y perianexiales desde la dermis papilar hasta la hipodermis profunda.,El análisis patológico de una muestra de biopsia cutánea obtenida de una lesión eritematosa indurada en la pierna reveló una ligera licuefacción con infiltraciones de células mixtas perivasculares y periadnexales desde la dermis papilar hasta el tejido subcutáneo profundo.
articulaciones periféricas,articulaciones periféricas
seno recto,mama recta
múltiples pústulas (exploración física),múltiples pústulas (resultado físico)
signo o síntoma,Signo o síntoma
proteína viral,proteína viral
Inflamación de la columna,inflamación de la columna vertebral
segmento ST-T,Segmento ST-T
o afectaciones,o deficiencias
enfermedades prevenibles mediante vacunación,enfermedades prevenibles con vacunas
proteína de membrana (SARS-CoV-2),proteína de membrana (SARS-CoV-2)
canal transversal,canal transversal
gran estatura,Estatura alta
posición basal,posición basal
examen físico,examen físico
corazón,corazón
tendón tendinósico,tendinosis tendón
El paciente murió de enfermedad asociada a COVID-19.,El paciente murió de enfermedad relacionada con COVID-19.
comportamiento durante el sueño,comportamiento del sueño
analgésico opiáceo,analgésico opioide
"Se realizaron dos pruebas PCR para COVID-19 a partir de frotis nasofaríngeos, en un intervalo de 48 horas, junto con una TAC torácica, y en ambos casos el resultado fue negativo para diagnóstico de COVID-19.","Dos pruebas COVID-19 PCR en hisopos nasofaríngeos fueron realizadas en 48 h, junto con una TC torácica, siendo todas negativas para el diagnóstico de COVID-19."
urticaria por el agua,picazón de agua
desprendimiento de retina secundario,desprendimiento secundario de retina
relación con la enfermedad,relación con la enfermedad
quiste cerebral,quiste cerebral
médicos de atención primaria,médicos de atención primaria
Fue ingresada en el servicio de urgencias y se inició tratamiento sintomático por presunta infección por COVID-19 y fue dada de alta (la glucemia era normal).,"Fue ingresada en el servicio de urgencias, se le administró tratamiento sintomático por sospecha de infección por COVID-19, y fue dada de alta (la glucemia era normal en ese momento)."
cambio de vendaje Windcare,cambio de vestido cuidado del viento
rasgos habituales,características habituales
"En el posoperatorio, el estado clínico del paciente mejoró considerablemente y, finalmente, fue dado de alta para confinamiento domiciliario.","Posoperatoriamente, el curso clínico del paciente mejoró dramáticamente y finalmente fue dado de alta para el autoaislamiento continuo."
"Posteriormente, las pruebas serológicas dieron positivo para IgG de SARS-CoV-2 (límite en día 6, positiva en día 11).","Posteriormente, el suero dio positivo para SRAS-CoV-2 IgG (día fronterizo 6, día positivo 11)."
vegetación tropical,vegetación tropical
cáncer colon ascendente,cáncer de colon
ceguera total,ceguera total
ideas suicidas,ideación suicida
cambio óseo,cambio óseo
volvulus,volvulus
anomalías anales,anomalías anales
esclerosante,esclerosante
funciones psíquicas,funciones psíquicas
mundo de mañana,el mundo de mañana
función neuronal,función neuronal
trastorno generalizado del desarrollo,trastorno generalizado del desarrollo
probabilidad de complicaciones,probabilidad de complicaciones
enfermedad terminal,enfermedad terminal
capaz de hacer,capaz de hacer
excreciones renales,Excreciones renales
trabajador nocturno,Trabajador de turno nocturno
nociceptivo,nociceptivo
nivel de sufrimiento,nivel sufren
"Teniendo en cuenta los signos de microhemorragias delSNC, no se inició tratamiento anticoagulante.","Teniendo en cuenta los signos de las microhemorragias del SNC, no se inició la anticoagulación."
flujo retrógrado,flujo retrógrado
alteración sensitiva,alteración sensible
Hombre de 58 años que ingresó en el servicio de urgencias a causa de una disminución de la consciencia e incapacidad de andar.,Un hombre de 58 años de edad se presentó al departamento de emergencias debido a la disminución del nivel de conciencia y la incapacidad de caminar.
lesiones cardíacas,Lesiones cardíacas
insuficiencia velofaríngea,insuficiencia velofaríngea
"Al ingreso, la radiografía torácica mostró opacidades de vidrio esmerilado parcheadas en el lóbulo superior del pulmón izquierdo, que progresaron rápidamente a una consolidación mixta segmentaria y a una opacificación de vidrio esmerilado con broncograma aéreo a los tres días de ingreso, que se resolvió en el lóbulo superior izquierdo; también mostró opacidades de vidrio esmerilado 7 días después del ingreso, que se resolvieron en dos semanas.","Posteriormente, fue trasladado inmediatamente al hospital superior, y la TAC torácica mostró una opacidad de vidrio molido irregular en el lóbulo superior del pulmón izquierdo al ingreso y rápidamente progresó a consolidación mixta segmentaria y opacificación de vidrio molido con broncograma de aire 3 días después del ingreso y se resolvió en lóbulo superior izquierdo y también mostró opacidades de vidrio molido multifocal 7 días después del ingreso y se resolvieron en 2 semanas."
deterioro del aprendizaje verbal,discapacidad del aprendizaje verbal
agravar la gota,agravamiento de gota
custodio,custodio
aparición de edema,aparición de edema
alteraciones inmunológicas,alteraciones inmunológicas
"Desde entonces, empezó a quejarse de dorsalgia en la zona dorsal-lumbar, que se agudizaba al mover el tronco.","Desde entonces, comenzó a quejarse de dolor de espalda en la región dorsal lumbar que empeoró con los movimientos del tronco."
proporcionar acción,proporcionar medidas
bulto del pene (síntoma),bulto del pene (síntoma)
sinestesia,sinestesia
"Una mujer de 28 años, sin antecedentes médicos, reportó tos seca, congestión nasal, fatiga, mialgias y artralgias, sin fiebre.","Mujer de 28 años sin antecedentes médicos previos, inicialmente con tos seca, congestión nasal, fatiga, mialgias y artralgias sin fiebre."
perforación uterina,perforación uterina
No se observó realce de gadolinio.,No se observó aumento del gadolinio.
