reference,actual
Hipertensión pulmonar debida a una enfermedad pulmonar y/o hipoxia,Hipertensión pulmonar debido a enfermedad pulmonar y/o hipoxia
Mielosquisis,Mielosquisis
Ictiosis epidermolítica anular,Ictiosis epidermolítica anular
OBSOLETO: Anomalía del cromosoma 17,OBSOLETO: Anomalía del cromosoma 17
Síndrome de Werner atípico,Síndrome de Werner atípico
Ataxia cerebelosa autosómica dominante tipo III,Ataxia cerebelosa autosómica dominante tipo III
Intoxicación por 5-fluorouracilo,Envenenamiento por 5-fluorouracilo
NO ES ENFERMEDAD RARA EN EUROPA: Síndrome de dispersión pigmentaria,NO RARO EN EUROPA: Síndrome de dispersión de pigmentos
Deficiencia de adenilsuccinato liasa,Deficiencia de adenilosuccinato liasa
Leucemia mieloide aguda con t(9;11)(p22;q23),Leucemia mieloide aguda con t(9;11)(p22;q23)
Síndrome de microduplicación 1q21.1,1q21.1 síndrome de microduplicación
OBSOLETO: HIV-related lung cancer,Cáncer de pulmón relacionado con el VIH
Displasia diastrófica,La displasia diastrófica
Quiste del conducto tirogloso familiar,Quiste familiar del conducto tiroglossal
Trastorno raro con opacificación de la lente,Trastorno raro con opacificación del cristalino
Síndrome de Bartter tipo 3,Síndrome de Bartter tipo 3
Síndrome de Neuhauser-Eichner-Opitz,Síndrome de Neuhauser-Eichner-Opitz
Enfermedad de Still del adulto,Enfermedad de Still
OBSOLETO: Histiocitosis de células de Langerhans específica del adulto,OBSOLETO: Histiocitosis de células de Langerhans específica de la edad adulta
PPoma,PPoma
Síndrome óculo-cerebro-cutáneo,Síndrome oculocerebrocutánico
"Trastorno de sangrado asociado al factor V, tipo Atlanta",Trastorno hemorrágico del factor V Atlanta
Displasia pseudodiastrófica,La displasia pseudodiastrófica
Criptoftalmia,Criptoftalmia
Síndrome de discapacidad intelectual ligada al cromosoma X asociado al gen CLCN4,Síndrome de discapacidad intelectual ligado al cromosoma X relacionado con CLCN4
Enfermedades hepáticas genéticas raras,Enfermedad hepática genética rara
Microcefalia congénita aislada,Microcefalia congénita aislada
Linfoma órgano-específico primario,Linfoma primario de órgano específico
Enfermedad genética de la epidermis,Trastorno epidérmico genético
Secuestro pulmonar congénito extralobar,Secuestro pulmonar congénito extralobar
"Neurodegeneración asociada a pantotenato quinasa, forma atípica",Neurodegeneración atípica asociada a pantotenato quinasa
Displasia acromícrica,La displasia acromítrica
Insuficiencia ovárica precoz no adquirida,Insuficiencia ovárica prematura no adquirida
Displasia dérmica focal facial tipo IV,Displasia dérmica facial focal tipo IV
Síndrome de Ehlers-Danlos,Síndrome de Ehlers-Danlos
Sordera sindrómica,Sordera genética sindrómica
Enfermedad CLN9,Enfermedad de CLN9
Síndrome de microblefaron-ablefaria,Síndrome de Microblepharon-ablephara
Síndrome de enfermedad de Hirschsprung tipo D-braquidactilia,Síndrome de braquidactilia tipo D de la enfermedad de Hirschsprung
Fístula en labio inferior,Fístula del labio inferior
Enfermedad de Charcot-Marie-Tooth autosómica dominante tipo 2W,Enfermedad de Charcot-Marie-Tooth autosómica dominante tipo 2W
COG2-CDG,COG2-CDG
OBSOLETO: Polidactilia unilateral de un pulgar bifalángico,"OBSOLETO: Polidactilia de un pulgar bifalángico, unilateral"
Calcinosis tumoral normofosfatémica familiar,Calcinosis tumoral normofosfámica familiar
Anomalía genética de las uñas,Anomalía genética de la uña
Anomalías cualitativas o cuantitativas de sarcoglicanos,Defectos cualitativos o cuantitativos del sarcoglicano
Deficiencia de piruvato deshidrogenasa E1-alfa,Deficiencia de piruvato deshidrogenasa E1 alfa
NO ES ENFERMEDAD RARA EN EUROPA: Pubertad precoz central idiopática,No raro en Europa: Pubertad precoz central idiopática
Malformación anorrectal no sindrómica con fístula rectovesical,Malformación anorectal no sindrómica con fístula rectovesical
Amiloidosis ALys,Amiloidosis de ALys
Tumor mülleriano mixto maligno de ovario,Tumor mixto Mülleriano maligno del ovario
Síndrome de Rothmund-Thomson tipo 1,Síndrome de Rothmund-Thomson tipo 1
Queratodermia palmoplantar focal y gingival,Queratodermia palmoplantar y gingival focal
Mesocardia,Mesocardia
Forma sintomática de la hemocromatosis asociada al gen HFE,Forma sintomática de hemocromatosis relacionada con HFE
Anomalía numérica del cromosoma Y,Anomalía del número del cromosoma Y
OBSOLETO: Infección por Mycobacterium xenopi,Infección por Mycobacterium xenopi
Síndrome de Lujan-Fryns,Síndrome de Lujan-Fryns
Genocondromatosis tipo 1,Genocondromatosis tipo 1
Gemelos unidos,Los gemelos unidos
Mastocitosis cutánea maculopapular,Mastocitosis cutánea maculopapular
Microcefalia primaria autosómica dominante,Microcefalia primaria autosómica dominante
Dacrioadenitis y sialoadenitis asociada a IgG4,Dacrioadenitis y sialadenitis relacionadas con IgG4
Agenesia renal,Agenesis renal
Amiloidosis ATTR tipo salvaje,Amiloidosis ATTR de tipo salvaje
Trastorno del ciclo de los ácidos tricarboxílicos,Trastorno del ciclo del ácido tricarboxílico
Trastornos del metabolismo y transporte de otras vitaminas y cofactores,Trastornos del metabolismo y transporte de otras vitaminas y cofactores
Neuritis óptica con anticuerpos anti-MOG,Neuritis óptica aislada con anticuerpos anti-MOG
Deficiencia aislada del complejo I,Deficiencia aislada del complejo I
Linfedema congénito primario no hereditario,Linfedema primario congénito no hereditario
Aciduria 3-hidroxi-3-metilglutárica,Aciduria 3-hidroxi-3-metilglutárica
Síndrome de Landau-Kleffner,Síndrome de Landau-Kleffner
Deficiencia eritrocitaria de galactosa epimerasa,Deficiencia de galactosa epimerasa de eritrocitos
Síndrome de catarata-microcórnea,Síndrome de catarata-microcórnea
Fiebre espirilar por mordedura de rata,Fiebre espiral de mordedura de rata
OBSOLETO: Braquidactilia (grupo de enfermedades),OBSOLETO: Grupo de braquidactilia
Síndrome de Pierre Robin-anomalía faciodigital,Síndrome de Pierre Robin-síndrome de anomalía facial-digital
Interferonopatía tipo 1 de la infancia,Interferonopatía tipo 1 de la infancia
Enfermedad rara con movimientos coréicos,Trastorno de movimiento coreico raro
OBSOLETO: Neurofibromatosis segmentaria familiar,OBSOLETO: Neurofibromatosis segmentaria familiar
Síndrome de Epstein,Síndrome de Epstein
Mastocitoma extracutáneo,Mastocitoma extracutáneo
Deficiencia de LCAT,Deficiencia de LCAT
Prionopatía variable sensible a proteasas,Prionopatía sensible a la proteasa
Síndrome de Alagille por una mutación puntual en el gen NOTCH2,Síndrome de Alagille debido a una mutación puntual del gen NOTCH2
Síndrome de dismorfia facial-inmunodeficiencia-livedo-talla baja,Síndrome de dismorfismo facial-inmunodeficiencia-livedo-baja estatura
Meningitis meningocócica,La meningitis meningocócica
Laringocele,Laringocele
Congelación progresiva y primaria de la marcha,Marcha de congelación progresiva primaria
Pseudopseudohipoparatiroidismo,Pseudohipoparatiroidismo
Síndrome de dolor episódico familiar,Síndrome de dolor episódico familiar
Tumor óseo de células gigantes,Tumor de células gigantes del hueso
Embriopatía por tolueno,Embriopatía por tolueno
OBSOLETO: Hipomelanosis de Ito,OBSOLETO: Ito hypomelanosis
Eliptocitosis hereditaria,Eliptocitosis hereditaria
Colestasis intrahepática familiar,Colestasis intrahepática familiar
Degeneración helicoidal peripapilar coriorretiniana,Degeneración coriorretiniana peripapilar helicoidal
Síndrome de afalangia-hemivértebras-disgenesia urogenital-intestinal,Síndrome de disgénesis aphalangy-hemivertebral-urogenital-intestinal
OBSOLETO: Defecto no sindrómico en el desarrollo del ojo,OBSOLETO: Defecto de desarrollo no sindrómico del ojo
Ataxia cerebelosa congénita autosómica recesiva por deficiencia de GRID2,Ataxia cerebelosa congénita autosómica recesiva por deficiencia de GRID2
"Síndrome de hipopigmentación con sordera y ceguera, tipo yemení","Síndrome de hipopigmentación sordo ciego, tipo yemení"
Espina bífida quística toraco-lumbo-sacra,¿Qué es la espina bífida quística?
Síndrome de atresia de coanas-atelia-hipotiroidismo-retraso puberal-talla baja,Atresia coanal-atelia-hipotiroidismo-pubertad retardada-síndrome de baja estatura
Parálisis periódica con síndrome similar al compartimental transitorio,Parálisis periódica con síndrome compartimental transitorio
Fenilcetonuria materna,Fenilcetonuria materna
Ependimoma,Ependymoma
Dermatosis erosiva y vesicular congénita,Dermatosis erosiva y vesicular congénita
Distonía dopa-sensible autosómica dominante,Distonía autosómica dominante dopa-responsiva
Síndrome metamérico arteriovenoso cerebrofacial,Síndrome metamérico arteriovenoso cerebrofacial
Síndrome de Turner por anomalías estructurales del cromosoma X,Síndrome de Turner debido a anomalías estructurales del cromosoma X
OBSOLETO: Síndrome ATR ligado al cromosoma X,OBSOLETO: Síndrome relacionado con ATR-X
Síndrome de la salida torácica,Síndrome de salida torácica
Hemangioma congénito rápidamente involutivo,Hemangioma congénito de involución rápida
Agenesia congénita del escroto,Agenesis congénita del escroto
Acidemia metilmalónica sensible a la vitamina B12 tipo clbDv2,"Acidemia metilmalónica sensible a la vitamina B12, tipo cblDv2"
Síndrome de insensibilidad a la hormona de crecimiento,Síndrome de insensibilidad a la hormona del crecimiento
Enfermedad rara endocrina del crecimiento,Enfermedad de crecimiento endocrino rara
Síndrome de ectrodactilia-polidactilia,Síndrome de ectrodactilia-polidactilia
Miopatía miofibrilar,Miopatía miofibrilar
Encefalopatía autoinmune con parasomnia y apnea obstructiva del sueño,Encefalopatía autoinmune con parasomnia y apnea obstructiva del sueño
Síndrome de Asherman,Síndrome de Asherman
Epilepsia sensible al ácido folínico,Convulsiones sensibles al ácido folinico
Síndrome RAPADILINO,Síndrome de RAPADILINO
Ataxia espinocerebelosa tipo 40,Ataxia espinocerebelosa tipo 40
Miopatía distal de inicio precoz asociada al gen KLHL9,Miopatía distal de inicio temprano relacionada con KLHL9
Síndrome de atrofia óptica-discapacidad intelectual,Síndrome de atrofia óptica-discapacidad intelectual
Hipoplasia aislada del vermis cerebeloso,Hipoplasia aislada del vermis cerebeloso
Síndrome de Al-Gazali-Dattani,Síndrome de Al-Gazali-Dattani
Malformación genética de la fosa posterior,Malformación genética de la fosa posterior
Poliendocrinopatía autoinmune,Poliendocrinopatía autoinmune
Síndrome de displasia craneofacial-talla baja-anomalías ectodérmicas-discapacidad intelectual,Displasia craneofacial - estatura baja - anomalías ectodérmicas - síndrome de discapacidad intelectual
Displasia mesomélica de Langer,Displasia mesomélica de Langer
Displasia espondiloepifisaria tipo Omani,"Displasia espondiloepifisial, tipo de Omán"
Síndrome de ictiosis congénita-discapacidad intelectual-cuadriplejía espástica,Ictiosis congénita-discapacidad intelectual-síndrome de cuadriplejía espástica
Braquidactilia tipo A5,Braquidactilia tipo A5
Enfermedad sistémica pediátrica rara,Enfermedad sistémica pediátrica rara
Válvula uretral anterior,Válvula uretral anterior
Malformación arteriovenosa maxilar,Malformación arteriovenosa maxilar
OBSOLETO: Distiquiasis de cejas/pestañas,OBSOLETO: Distichiasis de cejas/pestañas
Síndrome de retraso del neurodesarrollo-hipotonía-ataxia cerebelosa-defectos de la conducción cardiaca,Síndrome de retraso del neurodesarrollo-hipotonía-ataxia cerebelosa-defectos de conducción cardíaca
"Leucodistrofia metacromática, forma infantil tardía","Leucodistrofia metacromática, forma infantil tardía"
Linfoma MALT,Linfoma de MALT
Amiloidosis liquenoide,Amiloidosis líquida
Carcinoma raro de intestino delgado,Carcinoma raro del intestino delgado
Hipertensión arterial pulmonar asociada a hipertensión portal,Hipertensión arterial pulmonar asociada con hipertensión portal
Síndrome de disfunción hiperactiva combinada de los nervios craneales,Síndrome de disfunción hiperactiva combinada de los nervios craneales
Síndrome malformativo con dentinogénesis imperfecta,Síndrome malformativo con dentinogénesis imperfecta
Leiomiosarcoma de intestino delgado,Leiomiosarcoma del intestino delgado
Trombocitemia esencial,Trombocitemia esencial
Síndrome de ataxia espinocerebelosa autosómica recesiva-ceguera-sordera,Síndrome de ataxia-ceguera-sordera espinocerebelosa autosómica recesiva
Síndrome de Stickler tipo 2,Síndrome de Stickler tipo 2
Glioma cordoide,Glioma cordoide
Displasia disegmentaria tipo Silverman-Handmaker,"Displasia dissegmental, tipo Silverman-Handmaker"
Síndrome de microcefalia-polimicrogiria-agenesia del cuerpo calloso,Síndrome de microcefalia-polimicrogiria-agenesis del cuerpo calloso
Síndrome de hipogonadismo hipogonadotrópico-microcefalia grave-hipoacusia neurosensorial-dismorfia,Hipogonadismo hipogonadotrófico-microcefalia severa-pérdida auditiva neurosensorial-síndrome de dismorfismo
Síndrome linfoproliferativo autoinmune,Síndrome linfoproliferativo autoinmune
Anemia arregenerativa,Anemia degenerativa
OBSOLETO: Síndrome de Dennis Cohen,OBSOLETO: Síndrome de Dennis-Cohen
Hemicránea continua,La hemicrania continúa
Enfermedad de Dent,Enfermedad de Dent
Porfiria eritropoyética congénita,Porfiria eritropoyetica congénita
OBSOLETO: Enteropatía autoinmune tipo 3,¿Qué es la enteropatía autoinmune tipo 3?
Pubertad precoz central genética,Pubertad precoz central genética
Síndrome de espasmos-pulgar ancho del lactante,Espasmos infantiles-síndrome de pulgares anchos
Displasia disegmentaria tipo Rolland-Desbuquois,"Displasia dissegmental, tipo Rolland-Desbuquois"
