reference,candidate
obsesión-compulsión,Obsesivo-compulsivo
síntoma del sistema sanguíneo,síntoma del sistema hémico
periodo gestacional,período de gestación
"Mujer de 83 años con antecedentes de infecciones urinarias frecuentes, hipertensión, hiperlipidemia, diabetes mellitus de tipo 2 y neuropatía acudió al servicio de urgencias con fiebre, parálisis facial, balbuceo y reducción de la ingesta oral.","Mujer de 83 años con antecedentes médicos de infecciones frecuentes del tracto urinario, hipertensión, hiperlipidemia, diabetes mellitus tipo 2 y neuropatía presentada al ED con fiebre, caída facial, dificultad para hablar y reducción de la ingesta oral."
hirsutismo facial,hirsutismo facial
"Se inició un tratamiento provisional para coronavirus 2019 (COVID-19) con azitromicina (10 mg/kg al día), lopinavir/ritonavir (12/3 mg/kg cada 12 h) e hidroxicloroquina (6,5 mg/kg cada 12 h).","Se iniciaron medicamentos empíricos para la enfermedad por coronavirus‐2019 (COVID‐19) (azitromicina 10 mg/kg/día, lopinavir/ritonavir 12/3 mg/kg/12 h y hidroxicloroquina 6,5 mg/kg/12 h)."
título de anticuerpos,Titer de anticuerpos
"Su análisis de sangre reveló linfocitopenia (0,69 [normal 1,0–3,2] × 109/L).","Los resultados de los análisis de sangre incluyeron linfopenia (0,69 [normal 1,03,2] × 109/L)."
Se le administró ceftriaxona y azitromicina tras obtener un frotis faríngeo.,La ceftriaxona y la azitromicina se administraron después de obtener un hisopo de garganta.
tuberosidad,Tuberidad
formas de miopatía,formas de miopatía
derrame pleural lado izquierdo,efusión pleural del lado izquierdo
trombosis de las venas,Trombosis de las venas
nefrópatas,Nefrópatas
prostatitis no bacteriana,Prostatitis no bacteriana
explorar el hombro izquierdo wa,Dejar el hombro para examinar
ganglios raquídeos,ganglios espinales
colitis crónica,colitis crónica
ensamblaje de la cápside citoplasmática,conjunto de cápsidas citoplasmáticas
"Clínicamente, la paciente presentó un choque, seguramente cardiógenico/séptico con una saturación de oxígeno venosa central de 42%, y requirió dobutamina.","Clínicamente, el paciente también desarrolló shock, probablemente cardiogénico/ séptico con una saturación de oxígeno venoso central del 42%, y requirió dobutamina."
vello castaño claro,pelo marrón claro
piel escamosa,piel con escamas
"Durante los 8 meses anteriores al ingreso, estuvo sin tratamiento inmunosupresor o antineoplásico.","Durante los 8 meses anteriores a su admisión, no recibió tratamiento antineoplásico ni inmunosupresor."
trombosis venosa vena axilar aguda,Trombosis venosa aguda de las venas axilares
eritema de tobillo derecho,eritema del tobillo derecho
neoplasia de mama,Neoplasia de las mamas
muerte neural,muerte neuronal
aumento de la fibrinólisis,aumento de la fibrinólisis
nafamostat,el nafamostato
bocio tóxico,gota tóxica
despertar temprano,despierto temprano
"Seis días antes del ingreso hospitalario, el paciente mostró los síntomas iniciales en forma de escalofríos y fiebre.","Seis días antes de ser ingresado en el hospital, el paciente exhibió síntomas iniciales en forma de escalofríos y fiebre."
linfoma cerebral primario,linfoma cerebral primario
restablecimiento,Restaurar
heridas cutáneas,heridas en la piel
diálisis,diálisis
enfermedades reumáticas,Enfermedades reumatológicas
insuficiencia renal excretora,insuficiencia renal excretora
necesidad de oxigenoterapia,necesidad de terapia con oxígeno
cráneo,cráneo
displasia auricular,Displasia auricular
nariz puntiaguda,nariz puntiaguda
obstrucciones tubáricas,Obstrucciones de las trompas
sudor fétido,sudor con mal olor
"Las pruebas analíticas del LCR dieron unos valores de leucocitos (0,001 ×109/L), de proteína (0,27 g/L), de ADA (0,17 U/L) y de glucosa (3,14 mmol/L) dentro de los límites normales.","Las pruebas de laboratorio con LCR mostraron un contenido de glóbulos blancos (0,001 × 109/ l), proteínas (0,27 g/ l), ADA (0,17 U/ l) y azúcares (3,14 mmol/ l) dentro de los límites normales."
ribonucleósido monofosfato en la biosíntesis de purinas,proceso de biosíntesis de monofosfato de ribonucleósido de purina
antecedentes claros,fondo claro
porción caudal,Porción caudal
Capacidad de Socialización,Capacidad para socializar
presencia cercana,presencia cercana
"Se inició tratamiento con 40 mg/día de metilprednisolona por vía oral, con disminución de 5 mg por día.","El paciente comenzó entonces con 40 mg/ día de metilprednisolona oral, con una disminución gradual de 5 mg cada día."
respuesta medular,respuesta espinal
Todos los adultos,todos los adultos
alelos de individuos,alelos de los individuos
síndrome de muerte súbita del lactante,Síndrome de muerte súbita infantil
reacción pupilar deficiente,reacciones pupilares deficiente
movimientos respiratorios,movimientos respiratorios
tratamiento de apoyo,Cuidados de apoyo
espacios abiertos,espacios abiertos
sobrepeso u obesidad,sobrepeso u obesidad
trastornos patológicos,trastornos patológicos
"Hasta principios de marzo de 2020 se hallaba en buen estado de salud, sin síntomas relevantes.",Permaneció en buen estado de salud sin ningún síntoma notable hasta principios de marzo de 2020.
padres sanos,padres sanos
eriodictiol,el erodictiol
Los hemocultivos y la PCR para citomegalovirus no dieron resultados relevantes.,Los cultivos de sangre y la reacción en cadena de la polimerasa del citomegalovirus (PCR) no fueron notables.
región,región
La radiografía torácica mostró opacidades parcheadas en el campo pulmonar izquierdo medio.,La CXR en el inicio de la enfermedad mostró opacidades irregulares en el campo pulmonar medio izquierdo.
retículo endoplásmico liso,retículo endoplasmático liso
errores de recuperación,errores de recuperación
diabetes mellitus de tipo 2,Diabetes mellitus tipo 2 y diabetes tipo 2
controles médicos,controles médicos
surco nasolabial largo,filtro largo
sobredosis,sobredosis de la
regional,región
El paciente continuó con fiebre intermitente pero en ningún momento padeció hipoxia.,Continuó teniendo fiebres intermitentes pero nunca fue hipoxia.
Se administraron dos dosis sucesivas de tocilizumab i.v. (antagonista del receptor de la interleucina 6 [IL-6]) a 8 mg/kg (dosis máxima de 800 mg).,Se administraron dos dosis sucesivas de tocilizumab por vía intravenosa (antagonista de los receptores de la interleucina-6 [IL-6]) a una dosis de 8 mg/ kg (dosis máxima de 800 mg).
sibilancia espiratoria,sibilante y exhalación
testículos,testículos
temblor convulsión,convulsiones por temblor
modulación viral del punto de control de la transición G0 / G1 en el huésped,Modulación por virus del punto de control de transición de G0/G1 del huésped
muestras de tejido tumoral,muestras de tejido tumoral
dolor constante,dolor constante
El análisis anatomopatológico de una biopsia de piel obtenida de una lesión eritematosa endurecida de la pierna reveló una ligera licuefacción con infiltraciones celulares mixtas perivasculares y perianexiales desde la dermis papilar hasta la hipodermis profunda.,El análisis patológico de una muestra de piel obtenida de una lesión eritematosa indurada en su pierna reveló ligeras licuadas con infiltraciones de células mixtas perivasculares y periadnexales desde la dermis papilar hasta el tejido subcutáneo profundo.
articulaciones periféricas,articulaciones periféricas
seno recto,pecho recto
múltiples pústulas (exploración física),Pústulas múltiples (encuentro físico)
signo o síntoma,Señales o síntomas
proteína viral,Proteína viral
Inflamación de la columna,inflamación de la columna vertebral
segmento ST-T,Segmento ST-T
o afectaciones,o de las deficiencias
enfermedades prevenibles mediante vacunación,Enfermedades prevenibles mediante vacunación
proteína de membrana (SARS-CoV-2),Proteína de membrana (SARS-CoV-2)
canal transversal,canal transversal
gran estatura,Estatura alta
posición basal,posición basal
examen físico,examen físico
corazón,el corazón
tendón tendinósico,tendinosis del tendón
El paciente murió de enfermedad asociada a COVID-19.,El paciente murió de una enfermedad relacionada con COVID-19.
comportamiento durante el sueño,comportamiento del sueño
analgésico opiáceo,analgésicos opioides
"Se realizaron dos pruebas PCR para COVID-19 a partir de frotis nasofaríngeos, en un intervalo de 48 horas, junto con una TAC torácica, y en ambos casos el resultado fue negativo para diagnóstico de COVID-19.","Se realizaron dos pruebas de PCR COVID-19 en hisopos nasofaríngeos en 48 horas, junto con una tomografía computarizada del pecho, todas negativas para el diagnóstico de COVID-19."
urticaria por el agua,picazón por agua
desprendimiento de retina secundario,desprendimiento secundario de retina
relación con la enfermedad,relación con la enfermedad
quiste cerebral,quiste cerebral
médicos de atención primaria,médicos de atención primaria
Fue ingresada en el servicio de urgencias y se inició tratamiento sintomático por presunta infección por COVID-19 y fue dada de alta (la glucemia era normal).,"Fue ingresada en el departamento de emergencias, se le administró tratamiento sintomático por una sospecha de infección por COVID-19 y fue dada de alta (la glucemia era normal en este momento)."
cambio de vendaje Windcare,cambio de ropa cuidado del viento
rasgos habituales,características habituales
"En el posoperatorio, el estado clínico del paciente mejoró considerablemente y, finalmente, fue dado de alta para confinamiento domiciliario.","Posoperatorio, el curso clínico del paciente mejoró dramáticamente y finalmente fue dado de alta para continuar en aislamiento."
"Posteriormente, las pruebas serológicas dieron positivo para IgG de SARS-CoV-2 (límite en día 6, positiva en día 11).","Posteriormente, el suero dio positivo para SARS-CoV-2 IgG (día límite 6, día positivo 11)."
vegetación tropical,vegetación tropical
cáncer colon ascendente,cáncer de colon ascendente
ceguera total,ceguera total
ideas suicidas,ideación suicida
cambio óseo,cambio en el hueso
volvulus,el volvulus
anomalías anales,Anomalías anales
esclerosante,esclerosis y
funciones psíquicas,funciones psíquicas
mundo de mañana,El mundo de mañana
función neuronal,función neuronal
trastorno generalizado del desarrollo,trastorno generalizado del desarrollo
probabilidad de complicaciones,probabilidad de complicaciones
enfermedad terminal,enfermedad terminal
capaz de hacer,Capaz de hacer
excreciones renales,excreciones renales
trabajador nocturno,trabajador de turno nocturno
nociceptivo,Nociceptivo
nivel de sufrimiento,nivel sufrir
"Teniendo en cuenta los signos de microhemorragias delSNC, no se inició tratamiento anticoagulante.","Teniendo en cuenta los signos de microhemorragias del SNC, no se inició la anticoagulación."
flujo retrógrado,flujo retrógrado
alteración sensitiva,alteración sensible
Hombre de 58 años que ingresó en el servicio de urgencias a causa de una disminución de la consciencia e incapacidad de andar.,Un hombre de 58 años se presentó en el departamento de emergencias debido a un nivel de conciencia disminuido y a la incapacidad para caminar.
lesiones cardíacas,Lesiones del corazón
insuficiencia velofaríngea,Insuficiencia velofaryngeal
"Al ingreso, la radiografía torácica mostró opacidades de vidrio esmerilado parcheadas en el lóbulo superior del pulmón izquierdo, que progresaron rápidamente a una consolidación mixta segmentaria y a una opacificación de vidrio esmerilado con broncograma aéreo a los tres días de ingreso, que se resolvió en el lóbulo superior izquierdo; también mostró opacidades de vidrio esmerilado 7 días después del ingreso, que se resolvieron en dos semanas.","Posteriormente, fue trasladado inmediatamente al hospital superior, y la TC del pecho mostró opacidad de vidrio de tierra irregular en el lóbulo superior del pulmón izquierdo al ingresar y progresó rápidamente a consolidación mixta segmentaria y opacificación de vidrio de tierra con bronquograma de aire 3 días después de la admisión y se resolvió en el lóbulo superior izquierdo y también mostró opacidades de vidrio de tierra multifocales 7 días después de la admisión y se resolvieron dentro de 2 semanas."
deterioro del aprendizaje verbal,Trastorno del aprendizaje verbal
agravar la gota,gota empeorar
custodio,el custodio
aparición de edema,aparición de edema
alteraciones inmunológicas,alteraciones inmunológicas
"Desde entonces, empezó a quejarse de dorsalgia en la zona dorsal-lumbar, que se agudizaba al mover el tronco.","Desde entonces, comenzó a quejarse de dolor de espalda en la región dorsal-lumbar que empeoraba con los movimientos del tronco."
proporcionar acción,proporcionar una acción
bulto del pene (síntoma),tumor en el pene (síntoma)
sinestesia,Sinestesia y otras enfermedades
"Una mujer de 28 años, sin antecedentes médicos, reportó tos seca, congestión nasal, fatiga, mialgias y artralgias, sin fiebre.","Una mujer de 28 años sin antecedentes médicos, inicialmente presentada con tos seca, congestión nasal, fatiga, mialgias y artralgias sin fiebre."
perforación uterina,Perforación uterina
No se observó realce de gadolinio.,No se observó aumento de gadolinio.
