reference,candidate
"Corte, punción, perforación o hemorragia no intencional durante infusión o transfusión.","Corte, punción, perforación o hemorragia involuntarios durante la infusión o transfusión."
Válvula auriculoventricular.,Todo el atrioventricular.
Fijación transversal de elemento de fijación dental de precisión.,Accesorio de precisión dental accesorio seccional.
Adiaspiromicosis por Emmonsia crescens.,Adiaspiromycosis causada por Emmonsia crescens.
Antígeno leucocítico humano B 1502 presente.,Antígeno leucocitario humano B 1502 presente.
Reacción adversa al mesilato de fentolamina.,Reacción adversa a phentolamine mesylate.
Producto que contiene etinilestradiol y gestodeno en forma farmacéutica para administración oral.,Producto que contiene etinilestradiol y gestodeno en forma de dosis oral.
Manejo del apoyo para el enfrentamiento de situaciones.,Gestiona el apoyo para afrontarlo.
Prueba de la función vestibular con observación y evaluación del médico.,Prueba de función vestibular con observación y evaluación por el médico.
Estadio IIIA.,Etapa IIIa.
Polea flexora anular A1 del pulgar.,Toda la polea flexora A1 del pulgar.
Sangrado esofágico por esofagitis ulcerosa.,Sangrado esofágico debido a esofagitis ulcerosa.
Determinación de anticuerpos anti-gp 80 del VIH2.,Virus de la inmunodeficiencia humana.
Antígeno de Filaria.,Filaria antígeno.
Producto con ozenoxacina para administración cutánea.,Producto que contiene Ozenoxacin en forma de dosis cutánea.
Acetilcisteína oftálmica.,Acetilcisteína oftálmica.
Espécimen obtenido por lavado peritoneal.,Espécimen obtenido por lavado peritoneal.
Necrosis aséptica de la epífisis de la cabeza del fémur.,Enfermedad de Perthes de la cadera.
Trastorno infeccioso musculoesquelético.,Trastorno infeccioso musculoesquelético.
Producto que contiene efavirenz en forma farmacéutica para administración oral como único ingrediente.,Producto que contiene solo efavirenz en forma de dosis oral.
"Nicotina, 4 mg, goma de mascar.",Nicotina 4mg chicle.
"Trichophyton equinum, variedad equinum.",Trichophyton equinum es una especie de hongo.
Neoplasia metastásica maligna de las vías biliares extrahepáticas.,Neoplasia maligna metastásica de los conductos biliares extrahepáticos.
Miocardiopatía postparto.,Miocardiopatía perinatal en puerperio.
Sobredosis de secobarbital.,Sobredosis de secobarbital.
Cartas de Allen.,Tarjetas preescolares de Allen.
Hallazgo relacionado con la movilidad articular.,Observación de la movilidad articular.
Enfermedad renal.,Enfermedad del riñón.
Suspensión del útero.,Reparación quirúrgica del útero prolapsado (procedimiento).
Absceso de Brodie de la columna vertebral lumbar.,Absceso de Brodie de la columna lumbar.
Enfermedad metabólica - RETIRADO -.,"Enfermedad metabólica, NEC."
Toracectomía por colapso de pulmón.,Procedimiento de toracoplastia.
Control de estrés realizado.,Comprobación de monitoreo de estrés realizada.
Género Chelodina.,Chelodina.
"Enfermedad marcada por un fenotipo característico de crisis epilépticas. Según la cantidad de pérdida cromosómica y el mosaicismo asociado, el síndrome del cromosoma 20 en anillo se asocia con macrocefalia, discapacidad intelectual leve a moderada o trastornos conductuales. En casos infrecuentes, pueden presentarse malformaciones encefálicas, renales o cardíacas.","Enfermedad marcada por un fenotipo convulsivo característico. Dependiendo de la cantidad de pérdida cromosómica y del mosaicismo asociado, el anillo (20) puede estar asociado con macrocefalia, déficit intelectual leve a moderado o problemas de comportamiento.En casos raros, pueden estar presentes malformaciones cerebrales, renales o cardíacas."
Corona de diente.,"Corona de diente, NOS."
Tomografía computada de tórax para planificación de braquiterapia.,Tomografía computarizada de tórax para planificación de braquiterapia.
Se acomoda en una posición.,Se ajusta a una posición.
Alergia a la calcitonina porcina.,Calcitonin.
Disminución en el abuso de sustancias.,El abuso de sustancias disminuyó.
"Tartrato ácido de epinefrina, 0,01%, gotas oftálmicas sin conservantes.",Epinefrina ácido tartrato 0.01% gotas para los ojos sin conservantes.
M) mastocitosis maligna.,La mastocitosis maligna.
Inmunoglobulina E específica contra grano de soja.,Inmunoglobulina específica de sojaE.
Aumento del contenido de galactosa en la dieta en comparación con la ingesta basal de ese nutriente calculada para un individuo.,Aumento en el contenido de galactosa de la dieta en comparación con la ingesta basal evaluada de galactosa para el individuo.
Linfocito CD44+.,Linfocito positivo para el antígeno CD44.
Tratamiento de cardiopatía: iniciado.,Se inició el tratamiento de la disfunción cardíaca.
"Trimetoprima+sulfametoxazol, 480, comprimido.",Producto que contiene trimetoprim 80 mg y sulfametoxazol 400 mg/1 cada comprimido oral.
Ventriculitis micótica.,Ventriculitis por hongos.
Infestación causada por insectos.,Infestación por insecto.
Salmeterol (como xinafoato de salmeterol) 50 microgramos por cada disparo de polvo para inhalación.,Producto que contiene precisamente salmeterol (como xinafoato de salmeterol) 50 microgramos/polvo de liberación convencional de acción para inhalación.
Enfermedad causada por papilomavirus.,Enfermedad causada por el virus del papiloma.
Queratodermia palmoplantar difusa autosómica dominante tipo Norrbotten.,Queratodermia palmoplantar difusa autosómica dominante tipo Norrbotten.
Azitromicina 500 mg por cada vial de polvo para solución inyectable.,Azitromicina 500 mg polvo para solución inyectable en vial.
Salmonella II 28:b:z6.,Salmonella Kaltenhausen.
Membrana esofágica terminal.,LOMR - Anillo mucosal esofágico inferior.
Estreptoquinasa en forma farmacéutica para administración parenteral.,Producto que contiene estreptoquinasa en forma de dosis parenteral.
Inflamación de párpado.,"Blefaritis, NOS."
Ganado Red Galloway.,Red Galloway ganado.
Aortoarteritis adquirida.,La aortoarteritis adquirida.
Extracto de alérgeno de Averrhoa carambola para diagnóstico.,Extracto de alérgeno de diagnóstico de alérgeno de Starfruit.
Membrana timpánica.,"Tímpano, NOS."
Producto que contiene tacrina como único ingrediente.,Tacrine solo producto.
Complicación mecánica de prótesis articular interna.,Complicación mecánica de la prótesis articular interna.
Onfalocele congénito.,Omphalocele.
Estructura de la bolsa de Seessel.,El bolsillo de Seessel.
Estrechez de recto por radiación.,Estenosis rectal causada por la radiación.
Producto que contiene paracetamol 250 mg y salicilamida 600 mg por cada comprimido para administración oral.,Acetaminofén 250 mg y salicilamida 600 mg comprimido oral.
Estructura de la cara articular del tubérculo de la octava costilla.,Parte articular del tubérculo de la octava costilla.
"Amoxicilina+clavulanato de potasio, 500 mg/100 mg, polvo para solución inyectable, vial.",Polvo de Co-amoxiclav 500mg/100mg para el frasco de la solución inyectable.
Rodilla de la cápsula interna.,Genu entero de la cápsula interna.
"Nitrofurantoína, 50 mg, cápsula.",Producto que contiene precisamente nitrofurantoína 50 miligramos/1 cada cápsula oral de liberación convencional.
Aciclovir en forma farmacéutica para administración oftálmica.,Forma oftálmica aciclovir.
Ganglio linfático de Rosenmüller.,Estructura del ganglio linfático inguinal superficial.
Surco temporal transverso.,Estructura de los surcos temporales transversos.
"Salmonella 43:e, n, x, z15:1,6.","Salmonella 43;e,n,x,z15;1,6."
Anstroscopia diagnóstica a través de meato inferior.,Antroscopia diagnóstica vía meatus inferior.
Intoxicación accidental por dimetil carbinol.,Envenenamiento accidental por dimetil carbinol.
Paracentesis del tímpano con intubación.,Drenaje del oído medio por miringectomía.
Disco embrionario bilaminar.,Todo el disco embrionario bilaminar.
Tipo L9.,Tipo de L9.
Esternón bífido.,Sternum bifidum.
Deficienca de 17CSR.,Deficiencia de 17-cetoesteroide reductasa.
Angiografía de arteria de miembro superior con guía fluoroscópica.,Angiografía fluoroscópica de la arteria del miembro superior con contraste.
Producto que contiene exactamente valproato de sodio 300 miligramos por cada comprimido de liberación prolongada para administración oral.,Producto que contiene precisamente valproato sódico 300 miligramos/1 cada comprimido oral de liberación prolongada.
Fiebre amarilla de la selva.,Fiebre amarilla de la selva
Tonómetro sin contacto.,Tonómetro de soplado de aire.
Producto que contiene salicilato de sodio 100 mg y paracetamol 150 mg por cada comprimido para administración oral.,Acetaminofén 150 mg y salicilato de sodio 100 mg comprimido oral.
Perfusión arterial de la mano.,Perfusión arterial de la mano.
Estructura de los pliegues tubáricos.,Pliegues de las trompas uterinas.
Testosterona oral.,Producto que contiene testosterona en forma de dosis oral.
Producto que contiene dihidrato de azitromicina 600 mg por cada comprimido para administración oral.,Producto que contiene azitromicina dihidrato 600 mg/1 cada comprimido oral.
Infiltración celular inflamatoria.,Infiltrado de leucocitos.
Intoxicación accidental por monóxido de carbono por combustión incompleta de coque en estufa o cocina de uso doméstico.,Envenenamiento accidental por monóxido de carbono de combustión incompleta de coque en estufa doméstica o chimenea.
Trastorno de músculo esquelético.,"Trastorno del músculo, NOS."
Alergia al diacetato de etinodiol.,Alergia al diacetato de etinodiol.
Hallazgo relacionado con el tamaño costal.,Observación del tamaño de la costilla.
Linfadenopatía traqueobronquial superior.,Linfadenopatía traqueobronquial superior.
"Al examen: movimiento de la cadera, reducido.",O/E - movimiento reducido de la cadera.
Estructura del anillo ciliar del ojo derecho.,Estructura de la pars plana del ojo derecho.
Estado inmunológico - hallazgo.,Encuentro del estado inmune.
Ulceración de los folículos de las pestañas.,Ulceración de los folículos de las pestañas.
Vía venosa sistémica obstruida después de procedimiento.,Vía venosa sistémica obstruida posterior al procedimiento.
"Clorhidrato de seudoefedrina, 60 mg, comprimido.",Pseudoefedrina clorhidrato 60mg comprimido.
Antígeno de virus de la fiebre porcina clásica.,Virus de la peste porcina clásica Ag.
Corriente directa en muñeca.,Corriente continua a la muñeca.
Producto que contiene sulfanilamida.,Sulfanilamida.
Fractura patológica concomitante con osteoporosis posquirúrgica por malabsorción y debida a ella.,Osteoporosis de malabsorción post-quirúrgica con fractura patológica.
Trastorno de encéfalo causado por virus de viruela de simio.,Trastorno del cerebro causado por el virus de la viruela del mono.
División artroscópica de pliegue sinovial.,División artroscópica de la plica sinovial.
Granuloma de lóbulo de hemisferio cerebral.,Granuloma del lóbulo hemisférico cerebral.
Atendido por un obstetra.,Visto por el obstetra.
Agalsidasa alfa.,Producto que contiene agalsidasa alfa.
Endarterectomía de arteria coronaria.,Endarterectomía de la arteria coronaria.
Género Didelphis.,Género Didelphis.
Estructura de la membrana limitante externa de la retina.,Estructura de la membrana limitante externa de la retina.
Quiste parafisario.,Quiste coloidal del tercer ventrículo.
"Electrocardiograma: hipertrofia ventricular derecha, SAI.",ECG: RVH NOS.
Esporidia.,Ellos van a competir.
Unión en una estructura anatómica.,Estructura de la unión anatómica.
Reconstrucción de carina.,Procedimiento de reconstrucción carinal.
Neoplasia de comportamiento incierto de piel de hombro.,La neoplasia del comportamiento incierto de la piel del hombro.
Alergia a la disopiramida.,Alergia a la disopyramide.
Perro de aguas francés.,El spaniel francés.
Ensalada de papas con aderezo francés.,Ensalada de patatas con aderezo francés.
Pernettya.,"Pernettya, NOS."
Aplicación de medias de compresión.,Aplicación de medias de soporte.
Medición de colesterol de las LBD.,LDL - nivel de colesterol de lipoproteína de baja densidad.
Nefritis intersticial crónica por metales pesados.,Nefritis intersticial crónica causada por metales pesados.
Malassezia.,"Pityrosporum, NOS."
Cryptococcus neoformans variante grubii genotipo VNII.,Cryptococcus neoformans var. grubii genotipo VNII.
Radiografía de la sínfisis mentoniana.,Radiografía de sínfisis menti.
Informe según tipo de copia.,Informe por estado de copia.
Aparato para incontinencia de Down.,Aparato de incontinencia de Down.
Arteria tibial anterior derecha.,Estructura de la arteria tibial anterior derecha.
Estriol 500 microgramos por cada óvulo vaginal de liberación convencional.,Estriol 500 microgramos pesario vaginal.
Determinación plasmática de inhibina.,Medición de la inhibina plasmática.
Screening.,Intención de cribado.
Parechovirus humano5.,HPeV5 - Parechovirus humano5.
Láser de gas neón.,Dispositivo láser de gas de neón.
Agente expectorante.,Expectorante.
Fundoscopia.,"Examen oftalmoscópico, NOS."
"Identificación microbiana, método de disco de diferenciación bioquímica Minitek.","Identificación microbiana, método de disco de diferenciación bioquímica Minitek."
Oclusión ocular.,Cubriendo el ojo.
Producto que contiene exactamente ganciclovir 500 miligramos por cada cápsula para administración oral de liberación convencional.,Ganciclovir 500mg cápsulas.
