reference,candidate
"Mujer de 83 años con antecedentes de infecciones urinarias frecuentes, hipertensión, hiperlipidemia, diabetes mellitus de tipo 2 y neuropatía acudió al servicio de urgencias con fiebre, parálisis facial, balbuceo y reducción de la ingesta oral.","Mujer de 83 años con antecedentes médicos de infecciones frecuentes del tracto urinario, hipertensión, hiperlipidemia, diabetes mellitus tipo 2 y neuropatía se presentó en el servicio de urgencias con fiebre, caída facial, habla borrosa y reducción de la ingesta oral."
hirsutismo facial,El hirsutismo facial
"Se inició un tratamiento provisional para coronavirus 2019 (COVID-19) con azitromicina (10 mg/kg al día), lopinavir/ritonavir (12/3 mg/kg cada 12 h) e hidroxicloroquina (6,5 mg/kg cada 12 h).","Se iniciaron fármacos empíricos para la enfermedad por coronavirus 2019 (COVID‐19) (azitromicina 10 mg/kg/d, lopinavir/ritonavir 12/3 mg/kg/12 h e hidroxicloroquina 6,5 mg/kg/12 h)."
título de anticuerpos,Título de anticuerpo
"Su análisis de sangre reveló linfocitopenia (0,69 [normal 1,0–3,2] × 109/L).","Los resultados del análisis de sangre incluyeron linfopenia (0,69 [normal 1,0–3,2] × 109/L)."
Se le administró ceftriaxona y azitromicina tras obtener un frotis faríngeo.,Se administró ceftriaxona y azitromicina después de obtener un hisopo de garganta.
tuberosidad,Tuberosidad
formas de miopatía,Formas de miopatía
derrame pleural lado izquierdo,Derrame pleural del lado izquierdo
trombosis de las venas,Trombosis de las venas
nefrópatas,Nephropaths
prostatitis no bacteriana,La prostatitis no bacteriana
explorar el hombro izquierdo wa,Dejar el hombro wa examinar
ganglios raquídeos,Ganglios espinal
colitis crónica,La colitis crónica
ensamblaje de la cápside citoplasmática,Ensamblaje de cápsida citoplasmática
"Clínicamente, la paciente presentó un choque, seguramente cardiógenico/séptico con una saturación de oxígeno venosa central de 42%, y requirió dobutamina.","Clínicamente el paciente también desarrolló shock, probablemente cardiogénico/séptico con saturación venosa central de oxígeno del 42%, y requirió dobutamina."
vello castaño claro,Cabello marrón claro
piel escamosa,Piel escamosa
"Durante los 8 meses anteriores al ingreso, estuvo sin tratamiento inmunosupresor o antineoplásico.",Durante los 8 meses previos al ingreso no recibió tratamiento antineoplásico ni inmunosupresor.
trombosis venosa vena axilar aguda,Trombosis venosa aguda de la vena axilar
eritema de tobillo derecho,Eritema del tobillo derecho
neoplasia de mama,Neoplasia de mama
muerte neural,La muerte neural
aumento de la fibrinólisis,Aumentar la fibrinólisis
nafamostat,nafamostato
bocio tóxico,Bocio tóxico
despertar temprano,Despertar temprano
"Seis días antes del ingreso hospitalario, el paciente mostró los síntomas iniciales en forma de escalofríos y fiebre.","Seis días antes del ingreso hospitalario, el paciente exhibió síntomas iniciales en forma de escalofríos y fiebre."
linfoma cerebral primario,Linfoma cerebral primario
restablecimiento,restablecer
heridas cutáneas,Heridas cutáneas
diálisis,diálisis
enfermedades reumáticas,Enfermedades de reumatología
insuficiencia renal excretora,Insuficiencia excretoria renal
necesidad de oxigenoterapia,Necesidad de oxigenoterapia
cráneo,Cráneo craneal
displasia auricular,La displasia auricular
nariz puntiaguda,La nariz puntiaguda
obstrucciones tubáricas,Obstrucciones de trompas
sudor fétido,Sudor maloliente
"Las pruebas analíticas del LCR dieron unos valores de leucocitos (0,001 ×109/L), de proteína (0,27 g/L), de ADA (0,17 U/L) y de glucosa (3,14 mmol/L) dentro de los límites normales.","Las pruebas de laboratorio con LCR mostraron leucocitos (0,001 × 109/L), proteínas (0,27 g/L), ADA (0,17 U/L) y azúcar (3,14 mmol/L) dentro de los límites normales."
ribonucleósido monofosfato en la biosíntesis de purinas,Proceso biosintético de purina ribonucleósido monofosfato
antecedentes claros,Fondo claro blanco
porción caudal,Porción caudal
Capacidad de Socialización,Capacidad para socializar
presencia cercana,Presencia cercana
"Se inició tratamiento con 40 mg/día de metilprednisolona por vía oral, con disminución de 5 mg por día.",El paciente fue entonces iniciado en 40 mg/día de metilprednisolona oral reducida en 5 mg cada día.
respuesta medular,La respuesta espinal
Todos los adultos,Todos los adultos
alelos de individuos,Alelos de individuos
síndrome de muerte súbita del lactante,Síndrome de muerte súbita del lactante
reacción pupilar deficiente,Reacción pupilar pobre
movimientos respiratorios,Los movimientos respiratorios
tratamiento de apoyo,Cuidados de apoyo
espacios abiertos,Los espacios abiertos
sobrepeso u obesidad,Sobrepeso u obesidad
trastornos patológicos,Trastornos patológicos
"Hasta principios de marzo de 2020 se hallaba en buen estado de salud, sin síntomas relevantes.",Permaneció en buena salud sin ningún síntoma notable hasta principios de marzo de 2020.
padres sanos,Los padres sanos
eriodictiol,eriodictyol
Los hemocultivos y la PCR para citomegalovirus no dieron resultados relevantes.,Los hemocultivos y la reacción en cadena de la polimerasa (PCR) del citomegalovirus no fueron notables.
región,región
La radiografía torácica mostró opacidades parcheadas en el campo pulmonar izquierdo medio.,La CXR al inicio de la enfermedad mostró opacidades irregulares en el campo pulmonar medio izquierdo.
retículo endoplásmico liso,Retículo endoplasmático liso
errores de recuperación,Errores de recuperación
diabetes mellitus de tipo 2,Diabetes mellitus tipo 2
controles médicos,Controles médicos
surco nasolabial largo,Filtrum largo
sobredosis,sobredosis
regional,regional
El paciente continuó con fiebre intermitente pero en ningún momento padeció hipoxia.,"Continuó teniendo fiebres intermitentes, pero nunca fue hipóxico."
Se administraron dos dosis sucesivas de tocilizumab i.v. (antagonista del receptor de la interleucina 6 [IL-6]) a 8 mg/kg (dosis máxima de 800 mg).,Se administraron dos dosis sucesivas de tocilizumab intravenoso (antagonista del receptor de interleucina-6 [IL-6]) a 8 mg/kg (dosis máxima de 800 mg).
sibilancia espiratoria,Respiración sibilante
testículos,Pruebas
temblor convulsión,Convulsión por temblor
modulación viral del punto de control de la transición G0 / G1 en el huésped,Modulación por virus del punto de control de transición del huésped G0/G1
muestras de tejido tumoral,Muestras de tejido tumoral
dolor constante,Dolor constante
El análisis anatomopatológico de una biopsia de piel obtenida de una lesión eritematosa endurecida de la pierna reveló una ligera licuefacción con infiltraciones celulares mixtas perivasculares y perianexiales desde la dermis papilar hasta la hipodermis profunda.,El análisis patológico de una muestra de biopsia de piel obtenida de una lesión eritematosa indurada en la pierna reveló una ligera licuefacción con infiltraciones de células mixtas perivasculares y periadnexales desde la dermis capilar hasta el tejido subcutáneo profundo.
articulaciones periféricas,Las articulaciones periféricas
seno recto,El pecho recto
múltiples pústulas (exploración física),Múltiples pústulas (descubrimiento físico)
signo o síntoma,Signo o síntoma
proteína viral,Proteína viral
Inflamación de la columna,Inflamación de la columna vertebral
segmento ST-T,Segmento ST-T
o afectaciones,o deficiencias
enfermedades prevenibles mediante vacunación,Enfermedades prevenibles con vacunas
proteína de membrana (SARS-CoV-2),Proteína de membrana (SARS-CoV-2)
canal transversal,Canal transversal
gran estatura,Tall stature
posición basal,Posición basal
examen físico,El examen físico
corazón,corazón
tendón tendinósico,Tendinosis del tendón
El paciente murió de enfermedad asociada a COVID-19.,El paciente murió de una enfermedad relacionada con el COVID-19.
comportamiento durante el sueño,Comportamiento del sueño
analgésico opiáceo,analgésico opioide
"Se realizaron dos pruebas PCR para COVID-19 a partir de frotis nasofaríngeos, en un intervalo de 48 horas, junto con una TAC torácica, y en ambos casos el resultado fue negativo para diagnóstico de COVID-19.","Se realizaron dos pruebas PCR de COVID-19 en hisopos nasofaringeos dentro de las 48 h, junto con una TC de tórax, todas ellas negativas para el diagnóstico de COVID-19."
urticaria por el agua,Picazón de agua
desprendimiento de retina secundario,Desprendimiento de retina secundario
relación con la enfermedad,Relación con la enfermedad
quiste cerebral,Quiste de cerebro
médicos de atención primaria,Médicos de atención primaria
Fue ingresada en el servicio de urgencias y se inició tratamiento sintomático por presunta infección por COVID-19 y fue dada de alta (la glucemia era normal).,"Fue ingresada en el servicio de urgencias, se le administró tratamiento sintomático por sospecha de infección por COVID-19 y fue dada de alta (la glucemia era normal en ese momento)."
cambio de vendaje Windcare,Cuidado del viento de cambio de vestido
rasgos habituales,Las características habituales
"En el posoperatorio, el estado clínico del paciente mejoró considerablemente y, finalmente, fue dado de alta para confinamiento domiciliario.","Postoperatoriamente, el curso clínico del paciente mejoró drásticamente y finalmente fue dado de alta para el autoaislamiento en curso."
"Posteriormente, las pruebas serológicas dieron positivo para IgG de SARS-CoV-2 (límite en día 6, positiva en día 11).","Posteriormente, el suero dio positivo para SARS-CoV-2 IgG (límite día 6, positivo día 11)."
vegetación tropical,La vegetación tropical
cáncer colon ascendente,Cáncer de colon ascendente
ceguera total,La ceguera total
ideas suicidas,Ideación suicida
cambio óseo,Cambio de hueso
volvulus,Volvulus
anomalías anales,Anomalías anales
esclerosante,esclerosante
funciones psíquicas,Funciones psíquicas
mundo de mañana,El mundo del mañana
función neuronal,Función neuronal normal
trastorno generalizado del desarrollo,Trastorno generalizado del desarrollo
probabilidad de complicaciones,Probabilidad de complicaciones
enfermedad terminal,Enfermedad terminal
capaz de hacer,able do
excreciones renales,Excreciones renales
trabajador nocturno,Trabajador de turno nocturno
nociceptivo,nociceptive
nivel de sufrimiento,Nivel de sufrimiento
"Teniendo en cuenta los signos de microhemorragias delSNC, no se inició tratamiento anticoagulante.","Considerando los signos de microhemorragias del SNC, no se inició la anticoagulación."
flujo retrógrado,Flujo retrógrado
alteración sensitiva,Alteración sensible
Hombre de 58 años que ingresó en el servicio de urgencias a causa de una disminución de la consciencia e incapacidad de andar.,Un hombre de 58 años se presentó en el departamento de emergencias debido a una disminución del nivel de conciencia y la incapacidad de caminar.
lesiones cardíacas,Lesiones en el corazón
insuficiencia velofaríngea,Insuficiencia velofaríngea
"Al ingreso, la radiografía torácica mostró opacidades de vidrio esmerilado parcheadas en el lóbulo superior del pulmón izquierdo, que progresaron rápidamente a una consolidación mixta segmentaria y a una opacificación de vidrio esmerilado con broncograma aéreo a los tres días de ingreso, que se resolvió en el lóbulo superior izquierdo; también mostró opacidades de vidrio esmerilado 7 días después del ingreso, que se resolvieron en dos semanas.","Posteriormente, fue trasladado inmediatamente al hospital superior, y la TC de tórax mostró opacidad de vidrio esmerilado en el lóbulo superior del pulmón izquierdo al ingreso y progresó rápidamente a consolidación mixta segmental y opacificación de vidrio esmerilado con broncograma aéreo 3 días después del ingreso y se resolvió en el lóbulo superior izquierdo y también mostró opacidades multifocales de vidrio esmerilado 7 días después del ingreso y se resolvieron en 2 semana."
deterioro del aprendizaje verbal,Discapacidad de aprendizaje verbal
agravar la gota,gota agravada
custodio,custodian
aparición de edema,Aparición de edema
alteraciones inmunológicas,Alteraciones inmunológicas
"Desde entonces, empezó a quejarse de dorsalgia en la zona dorsal-lumbar, que se agudizaba al mover el tronco.","Desde entonces, comenzó a quejarse de dolor de espalda en la región dorsal-lumbar que empeoraba con los movimientos del tronco."
proporcionar acción,Proporcionar acción
bulto del pene (síntoma),Bulto en el pene (síntoma)
sinestesia,sinestesia
"Una mujer de 28 años, sin antecedentes médicos, reportó tos seca, congestión nasal, fatiga, mialgias y artralgias, sin fiebre.","Una mujer de 28 años sin antecedentes médicos, se presentó inicialmente con tos seca, congestión nasal, fatiga, mialgias y artralgias sin fiebre."
perforación uterina,Perforación uterina
No se observó realce de gadolinio.,No se observó aumento de gadolinio.
