reference,candidate
Hipertensión pulmonar debida a una enfermedad pulmonar y/o hipoxia,Hipertensión pulmonar debido a enfermedad pulmonar y/o hipoxia
Mielosquisis,Mielosquisis
Ictiosis epidermolítica anular,Ictiosis epidermolítica anular
OBSOLETO: Anomalía del cromosoma 17,OBSOLETE: Anomalia del cromosoma 17
Síndrome de Werner atípico,Síndrome atípico de Werner
Ataxia cerebelosa autosómica dominante tipo III,Ataxia cerebelosa dominante autosómica tipo III
Intoxicación por 5-fluorouracilo,Envenenamiento por 5-fluorouracil
NO ES ENFERMEDAD RARA EN EUROPA: Síndrome de dispersión pigmentaria,NO RARAS EN EUROPEA: Síndrome de dispersión de pigmentos
Deficiencia de adenilsuccinato liasa,Deficiencia de la liasa adenylosuccinada
Leucemia mieloide aguda con t(9;11)(p22;q23),Leucemia mieloide aguda con t(9;11)
Síndrome de microduplicación 1q21.1,1q21.1 Síndrome de microduplicación
OBSOLETO: HIV-related lung cancer,OBSOLETE: cáncer de pulmón relacionado con el VIH
Displasia diastrófica,Displasia diastrófica
Quiste del conducto tirogloso familiar,Cisto del conducto tiroglosale familiar
Trastorno raro con opacificación de la lente,Desorden raro con opacificación de las lentes
Síndrome de Bartter tipo 3,Síndrome de Bartter tipo 3
Síndrome de Neuhauser-Eichner-Opitz,Síndrome de Neuhauser-Eichner-Opitz
Enfermedad de Still del adulto,Enfermedad en adultos
OBSOLETO: Histiocitosis de células de Langerhans específica del adulto,OBSOLETE: Histiocitosis celular de Langerhans específica para la edad adulta
PPoma,PPoma
Síndrome óculo-cerebro-cutáneo,Síndrome oculocerebrocutáneo
"Trastorno de sangrado asociado al factor V, tipo Atlanta",Fáctor V trastorno de hemorragia de Atlanta
Displasia pseudodiastrófica,Displasia pseudodiastrófica
Criptoftalmia,Criptoftalmía
Síndrome de discapacidad intelectual ligada al cromosoma X asociado al gen CLCN4,Síndrome de discapacidad intelectual relacionada con X relacionada con CLCN4
Enfermedades hepáticas genéticas raras,Enfermedad hepática genética rara
Microcefalia congénita aislada,Microcefalia congénita aislada
Linfoma órgano-específico primario,Límfoma primario específico de órganos
Enfermedad genética de la epidermis,Trastorno epidermal genético
Secuestro pulmonar congénito extralobar,Sequestro pulmonar congénito de extralobar
"Neurodegeneración asociada a pantotenato quinasa, forma atípica",Neurodegeneración atipica asociada con la quinases de pantothenato
Displasia acromícrica,Displasia acrímica
Insuficiencia ovárica precoz no adquirida,Falta de ovario prematura no adquirida
Displasia dérmica focal facial tipo IV,Displasia cutánea facial focal tipo IV
Síndrome de Ehlers-Danlos,Síndrome de Ehlers-Danlos
Sordera sindrómica,Sordera genética síndroma
Enfermedad CLN9,Enfermedad CLN9
Síndrome de microblefaron-ablefaria,Síndrome de microblefarón-ablefarón
Síndrome de enfermedad de Hirschsprung tipo D-braquidactilia,Síndrome de braquidactilía de tipo D de la enfermedad de Hirschsprung
Fístula en labio inferior,Fistula de la boca inferior
Enfermedad de Charcot-Marie-Tooth autosómica dominante tipo 2W,Enfermedad autosomal dominante de Charcot-Marie-Tooth tipo 2W
COG2-CDG,COG2-CDG
OBSOLETO: Polidactilia unilateral de un pulgar bifalángico,"OBSOLETE: Polidactilía de pulgar bifalangeal, unilateral"
Calcinosis tumoral normofosfatémica familiar,Calcinosis tumoral normofosfatémica familiar
Anomalía genética de las uñas,Anomalia genética de las uñas
Anomalías cualitativas o cuantitativas de sarcoglicanos,Defectos cualitativos o cuantitativos del sarcoglicano
Deficiencia de piruvato deshidrogenasa E1-alfa,Deficiencia de piruvato deshidrogenasa E1-alfa
NO ES ENFERMEDAD RARA EN EUROPA: Pubertad precoz central idiopática,NO RARAS EN EUROPEA: Pubertad precoz central idiopática
Malformación anorrectal no sindrómica con fístula rectovesical,Malformación anoréctal no síndroma con fístula rectovecical
Amiloidosis ALys,Amiloidosis de ALys
Tumor mülleriano mixto maligno de ovario,Tumor de Müllerian mixtos maligno del ovario
Síndrome de Rothmund-Thomson tipo 1,Síndrome de Rothmund-Thomson tipo 1
Queratodermia palmoplantar focal y gingival,Queratodermia palmoplantar y gingival focal
Mesocardia,La mesocardia
Forma sintomática de la hemocromatosis asociada al gen HFE,Forma sintomática de hemocromatosis relacionada con HFE
Anomalía numérica del cromosoma Y,Anomalia del número de cromosomas Y
OBSOLETO: Infección por Mycobacterium xenopi,OBSOLETE: infección por micobacterium xenopi
Síndrome de Lujan-Fryns,Síndrome de Lujan-Fryns
Genocondromatosis tipo 1,Genocondromatosis tipo 1
Gemelos unidos,Los gemelos unidos
Mastocitosis cutánea maculopapular,Mastocitosis cutánea maculopapular
Microcefalia primaria autosómica dominante,Microcefalia primaria dominante autosómica
Dacrioadenitis y sialoadenitis asociada a IgG4,Dacryoadenitis y sialadenitis relacionadas con IgG4
Agenesia renal,Agenesis renal
Amiloidosis ATTR tipo salvaje,Amiloidosis de tipo salvaje ATTR
Trastorno del ciclo de los ácidos tricarboxílicos,Trastorno del ciclo del ácido tricarboxílico
Trastornos del metabolismo y transporte de otras vitaminas y cofactores,Desorden del metabolismo y transporte de otras vitaminas y cofactores
Neuritis óptica con anticuerpos anti-MOG,Neuritis óptica aislada con anticuerpos anti-MOG
Deficiencia aislada del complejo I,Deficiencia de complejo I aislado
Linfedema congénito primario no hereditario,Límfedem primario congénito no hereditario
Aciduria 3-hidroxi-3-metilglutárica,Aciduria de 3-hidroxi-3-metilglutárica
Síndrome de Landau-Kleffner,Síndrome de Landau-Kleffner
Deficiencia eritrocitaria de galactosa epimerasa,Deficiencia de la epimerasa de la galactosa eritrocita
Síndrome de catarata-microcórnea,Síndrome de microcornea de cataratas
Fiebre espirilar por mordedura de rata,Fiebre de mordedura de ratas
OBSOLETO: Braquidactilia (grupo de enfermedades),OBSOLETE: grupo de braquidactyly
Síndrome de Pierre Robin-anomalía faciodigital,Síndrome de Pierre Robin-síndrome de anomalía faciodigital
Interferonopatía tipo 1 de la infancia,Interferonopatía de tipo 1 en la infancia
Enfermedad rara con movimientos coréicos,Trastorno de movimiento coreico raro
OBSOLETO: Neurofibromatosis segmentaria familiar,OBSOLETE: Neurofibromatosis segmentales familiar
Síndrome de Epstein,Síndrome de Epstein
Mastocitoma extracutáneo,Mastocitoma extracutáneo
Deficiencia de LCAT,Deficiencia de LCAT
Prionopatía variable sensible a proteasas,Prionopatía con sensibilidad variable a la proteasa
Síndrome de Alagille por una mutación puntual en el gen NOTCH2,Síndrome de Alagille debido a una mutación del punto NOTCH2
Síndrome de dismorfia facial-inmunodeficiencia-livedo-talla baja,Síndrome de dismorfismo facial-deficiencia inmunológica-vida corta de estatura
Meningitis meningocócica,Meningococosis meningitis
Laringocele,Laryngocele
Congelación progresiva y primaria de la marcha,Caminamiento de congelación progresiva primaria
Pseudopseudohipoparatiroidismo,Pseudopseudohypoparathyroidism
Síndrome de dolor episódico familiar,Síndrome de dolor episódico familiar
Tumor óseo de células gigantes,Tumor de células gigantes de hueso
Embriopatía por tolueno,Embriopatía de tolueno
OBSOLETO: Hipomelanosis de Ito,OBSOLETE: Ito hipomelanosis
Eliptocitosis hereditaria,Elliptocitosis hereditaria
Colestasis intrahepática familiar,Coleástasis intrahepática familiar
Degeneración helicoidal peripapilar coriorretiniana,Desgeneración corioretinal peripapillar helicoide
Síndrome de afalangia-hemivértebras-disgenesia urogenital-intestinal,Síndrome de disgenesis afalangia-hemivértebras-urogenital-intestinal
OBSOLETO: Defecto no sindrómico en el desarrollo del ojo,OBSOLETE: Defecto no síndromico del desarrollo del ojo
Ataxia cerebelosa congénita autosómica recesiva por deficiencia de GRID2,Ataxia cerebelosa congénita autosómica recesiva debido a la deficiencia de GRID2
"Síndrome de hipopigmentación con sordera y ceguera, tipo yemení","Síndrome de hipopigmentación ciega sordera, tipo yemení"
Espina bífida quística toraco-lumbo-sacra,OBSOLETE: espina bífida cística torácolumbosacral
Síndrome de atresia de coanas-atelia-hipotiroidismo-retraso puberal-talla baja,Síndrome de atresia choanal-atelia-hipotiroidismo retrasado de pubertad- estatura corta
Parálisis periódica con síndrome similar al compartimental transitorio,Parálisis periódica con síndrome transitorio similar a un compartimento
Fenilcetonuria materna,Fenilcetonuria materna
Ependimoma,Ependymoma
Dermatosis erosiva y vesicular congénita,Dermatosis congénita erosiva y vesicular
Distonía dopa-sensible autosómica dominante,Distonia dominante de la administración de dopa
Síndrome metamérico arteriovenoso cerebrofacial,Síndrome metamericano arterioveno cerebral-facial
Síndrome de Turner por anomalías estructurales del cromosoma X,Síndrome de Turner debido a anomalías estructurales del cromosoma X
OBSOLETO: Síndrome ATR ligado al cromosoma X,OBSOLETE: Síndrome relacionado con ATR-X
Síndrome de la salida torácica,Síndrome de salida torácica
Hemangioma congénito rápidamente involutivo,Hemangioma congénito de rápida implicación
Agenesia congénita del escroto,Agenesis congénita del escroto
Acidemia metilmalónica sensible a la vitamina B12 tipo clbDv2,"Acidemia metilmalónica receptiva a la vitamina B12, tipo cblDv2"
Síndrome de insensibilidad a la hormona de crecimiento,Síndrome de insensibilidad a la hormona del crecimiento
Enfermedad rara endocrina del crecimiento,Enfermedad de crecimiento endocrino rara
Síndrome de ectrodactilia-polidactilia,Síndrome de ectrodactilia-polidactilia
Miopatía miofibrilar,Miopatía miofibrillar
Encefalopatía autoinmune con parasomnia y apnea obstructiva del sueño,Encefalopatía autoinmune con parasomía y apnea obstructiva del sueño
Síndrome de Asherman,Síndrome de Asherman
Epilepsia sensible al ácido folínico,Convulsiones con respuesta al ácido folinico
Síndrome RAPADILINO,Síndrome de RAPADILINO
Ataxia espinocerebelosa tipo 40,Ataxia espinocerebellar tipo 40
Miopatía distal de inicio precoz asociada al gen KLHL9,Miopatía distal de inicio temprano relacionada con KLHL9
Síndrome de atrofia óptica-discapacidad intelectual,Síndrome de discapacidad óptica atrofia-intelectual
Hipoplasia aislada del vermis cerebeloso,Hipoplasia de las vermis cerebelares aisladas
Síndrome de Al-Gazali-Dattani,Síndrome de Al-Gazali-Dattani
Malformación genética de la fosa posterior,Malformación genética posterior de la fossa
Poliendocrinopatía autoinmune,Polyendocrinopatía autoinmune
Síndrome de displasia craneofacial-talla baja-anomalías ectodérmicas-discapacidad intelectual,Displasia craniofacial-estatura corta-anomalías ectodermales-síndrome de discapacidad intelectual
Displasia mesomélica de Langer,Displasia mesomélica más larga
Displasia espondiloepifisaria tipo Omani,"Displasia espondilopepifisa, tipo omani"
Síndrome de ictiosis congénita-discapacidad intelectual-cuadriplejía espástica,Síndrome de quadriplegia espastica congénita
Braquidactilia tipo A5,Braquidactilía tipo A5
Enfermedad sistémica pediátrica rara,Enfermedad sistémica pediátrica rara
Válvula uretral anterior,Valva uretrale anterior
Malformación arteriovenosa maxilar,Malformación arteriovenosa maxilar
OBSOLETO: Distiquiasis de cejas/pestañas,OBSOLETE: Distiquiasis de cejas/ pestañas
Síndrome de retraso del neurodesarrollo-hipotonía-ataxia cerebelosa-defectos de la conducción cardiaca,Síndrome de defectos de conducción neurodivulptuali-hipotonia-cerebelo ataxia-cardiaco
"Leucodistrofia metacromática, forma infantil tardía","Leucodistrofia metacromática, forma infantil tardía"
Linfoma MALT,Linfoma MALT
Amiloidosis liquenoide,Amiloidosis de liqueno
Carcinoma raro de intestino delgado,Carcinoma raro del intestino delgado
Hipertensión arterial pulmonar asociada a hipertensión portal,Hipertensión arterial pulmonar asociada con hipertensión portal
Síndrome de disfunción hiperactiva combinada de los nervios craneales,Síndrome de disfunción hiperactiva combinada de los nervios craneales
Síndrome malformativo con dentinogénesis imperfecta,Síndrome malformativo con dentinogénesis imperfecta
Leiomiosarcoma de intestino delgado,Leiomyosarcoma del intestino delgado
Trombocitemia esencial,Trombocitemia esencial
Síndrome de ataxia espinocerebelosa autosómica recesiva-ceguera-sordera,Síndrome de ataxia-ciegura-sordera espinocerebelosa autosómica recesiva
Síndrome de Stickler tipo 2,Síndrome de Stickler tipo 2
Glioma cordoide,Glioma cordóide
Displasia disegmentaria tipo Silverman-Handmaker,"Displasia dissegmental, tipo de Silverman-Handmaker"
Síndrome de microcefalia-polimicrogiria-agenesia del cuerpo calloso,Síndrome de agénesis microcefalia-polímicrogiria-corpus callosum
Síndrome de hipogonadismo hipogonadotrópico-microcefalia grave-hipoacusia neurosensorial-dismorfia,Hipogonadismo hipogonadotrópico- microcefalia grave-pérdida auditiva sensorineural- síndrome de dismorfismo
Síndrome linfoproliferativo autoinmune,Síndrome autoinmune linfoproliferativo
Anemia arregenerativa,Anemia generativa
OBSOLETO: Síndrome de Dennis Cohen,Síndrome de Dennis-Cohen
Hemicránea continua,Hemicrania continua
Enfermedad de Dent,Enfermedad dental
Porfiria eritropoyética congénita,Porfiria eritropoética congénita
OBSOLETO: Enteropatía autoinmune tipo 3,OBSOLETE: Enteropatía autoinmune tipo 3
Pubertad precoz central genética,Pubertad precoz genética central
Síndrome de espasmos-pulgar ancho del lactante,Síndrome de espasmos infantiles - pulgares anchos
Displasia disegmentaria tipo Rolland-Desbuquois,"Displasia dissegmental, tipo Rolland-Desbuquois"
