reference,actual
OBSOLETO: Anomalía del cromosoma 17,OBSOLETO: Anomalía del cromosoma 17
Síndrome de Werner atípico,Síndrome de Werner atípico
Ataxia cerebelosa autosómica dominante tipo III,Ataxia cerebelosa autosómica dominante tipo III
Intoxicación por 5-fluorouracilo,Envenenamiento por 5-fluorouracilo
NO ES ENFERMEDAD RARA EN EUROPA: Síndrome de dispersión pigmentaria,NO RARE EN EUROPA: SÍndrome de dispersión de pigmentos
Deficiencia de adenilsuccinato liasa,Deficiencia de adenilosuccinato liasa
Leucemia mieloide aguda con t(9;11)(p22;q23),Leucemia mieloide aguda con t(9;11)(p22;q23)
Síndrome de microduplicación 1q21.1,1q21.1 síndrome de microduplicación
OBSOLETO: HIV-related lung cancer,OBSOLETO: cáncer de pulmón relacionado con el VIH
Displasia diastrófica,Displasia diastrófica
Quiste del conducto tirogloso familiar,Quiste familiar del conducto tiroglosal
Trastorno raro con opacificación de la lente,Trastornos raros con opacificación de las lentes
Síndrome de Bartter tipo 3,Síndrome de Bartter tipo 3
Síndrome de Neuhauser-Eichner-Opitz,Síndrome de Neuhauser-Eichner-Opitz
Enfermedad de Still del adulto,Enfermedad de Still de inicio en adultos
OBSOLETO: Histiocitosis de células de Langerhans específica del adulto,OBSOLETO: Histiocitosis de células de Langerhans específica para la edad adulta
PPoma,PPoma
Síndrome óculo-cerebro-cutáneo,Síndrome oculocerebrocutáneo
"Trastorno de sangrado asociado al factor V, tipo Atlanta",Factor V Trastorno hemorrágico de Atlanta
Displasia pseudodiastrófica,Displasia pseudodiastrófica
Criptoftalmia,Criptoftalmia
Síndrome de discapacidad intelectual ligada al cromosoma X asociado al gen CLCN4,Síndrome de discapacidad intelectual vinculado a la X relacionado con CLCN4
Enfermedades hepáticas genéticas raras,Enfermedad hepática genética rara
Microcefalia congénita aislada,Microcefalia congénita aislada
Linfoma órgano-específico primario,Linfoma primario específico de los órganos
Enfermedad genética de la epidermis,Trastornos genéticos epidérmicos
Secuestro pulmonar congénito extralobar,Secuestro pulmonar congénito extralobar
"Neurodegeneración asociada a pantotenato quinasa, forma atípica",Neurodegeneración atípica asociada con pantotenato cinasa
Displasia acromícrica,Displasia acromíctica
Insuficiencia ovárica precoz no adquirida,Fallo ovárico prematuro no adquirido
Displasia dérmica focal facial tipo IV,Displasia cutánea facial focal tipo IV
Síndrome de Ehlers-Danlos,Síndrome de Ehlers-Danlos
Sordera sindrómica,Sordera genética sindrómica
Enfermedad CLN9,Enfermedad de CLN9
Síndrome de microblefaron-ablefaria,Síndrome de microblefaron-ablefara
Síndrome de enfermedad de Hirschsprung tipo D-braquidactilia,Síndrome de braquidactilia de tipo D de Hirschsprung
Fístula en labio inferior,Fístula labial inferior
Enfermedad de Charcot-Marie-Tooth autosómica dominante tipo 2W,Enfermedad autosómica dominante de Charcot-Marie-Tooth tipo 2W
COG2-CDG,COG2-CDG
OBSOLETO: Polidactilia unilateral de un pulgar bifalángico,"OBSOLETO: Polidactilia de un pulgar bifalángico, unilateral"
Calcinosis tumoral normofosfatémica familiar,Calcinosis tumoral normofosfatómica familiar
Anomalía genética de las uñas,Anomalía genética de las uñas
Anomalías cualitativas o cuantitativas de sarcoglicanos,Defectos cualitativos o cuantitativos del sarcoglicano
Deficiencia de piruvato deshidrogenasa E1-alfa,Deficiencia de piruvato deshidrogenasa E1-alfa
NO ES ENFERMEDAD RARA EN EUROPA: Pubertad precoz central idiopática,NO TIENE CARACTERÍSTICA EN EUROPA: pubertad precoz central idiopática
Malformación anorrectal no sindrómica con fístula rectovesical,Malformación anorectal no sindrómica con fístula rectal
Amiloidosis ALys,ALys amiloidosis
Tumor mülleriano mixto maligno de ovario,Tumor maligno mixto Mülleriano del ovario
Síndrome de Rothmund-Thomson tipo 1,Síndrome de Rothmund-Thomson tipo 1
Queratodermia palmoplantar focal y gingival,Queratoderma focal de palmoplantar y gingival
Mesocardia,Mesocardia
Forma sintomática de la hemocromatosis asociada al gen HFE,Forma sintomática de hemocromatosis relacionada con el HFE
Anomalía numérica del cromosoma Y,Anomalía del número de cromosoma Y
OBSOLETO: Infección por Mycobacterium xenopi,OBSOLETO: Infección por Mycobacterium xenopi
Síndrome de Lujan-Fryns,Síndrome de Lujan-Fryns
Genocondromatosis tipo 1,Genocondromatosis tipo 1
Gemelos unidos,Gemelos unidos
Mastocitosis cutánea maculopapular,Mastocitosis cutánea maculopapular
Microcefalia primaria autosómica dominante,Microcefalia primaria autosómica dominante
Dacrioadenitis y sialoadenitis asociada a IgG4,Dacrioadenitis y sialadenitis relacionadas con IgG4
Agenesia renal,Agenesis renal
Amiloidosis ATTR tipo salvaje,Tipo salvaje ATTR amiloidosis
Trastorno del ciclo de los ácidos tricarboxílicos,Trastorno del ciclo del ácido tricarboxílico
Trastornos del metabolismo y transporte de otras vitaminas y cofactores,Trastorno de otras vitaminas y cofactores metabolismo y transporte
Neuritis óptica con anticuerpos anti-MOG,Neuritis óptica aislada con anticuerpos anti-MOG
Deficiencia aislada del complejo I,Deficiencia del complejo I aislado
Linfedema congénito primario no hereditario,linfedema primario congénito no hereditario
Aciduria 3-hidroxi-3-metilglutárica,Ácido 3-hidroxi-3-metilglutárico
Síndrome de Landau-Kleffner,Síndrome de Landau-Kleffner
Deficiencia eritrocitaria de galactosa epimerasa,Deficiencia de eritrocitosa galactosa epimerasa
Síndrome de catarata-microcórnea,Síndrome de cataratas-microcornea
Fiebre espirilar por mordedura de rata,Fiebre espirilar mordida de rata
OBSOLETO: Braquidactilia (grupo de enfermedades),OBSOLETO: Grupo de braquidactilia
Síndrome de Pierre Robin-anomalía faciodigital,Síndrome de Pierre Robin-síndrome de anomalía faciodigital
Interferonopatía tipo 1 de la infancia,interferónopatía tipo 1 en la infancia
Enfermedad rara con movimientos coréicos,Trastornos del movimiento coréico raros
OBSOLETO: Neurofibromatosis segmentaria familiar,OBSOLETO: Neurofibromatosis segmentaria familiar
Síndrome de Epstein,Síndrome de Epstein
Mastocitoma extracutáneo,Mastocitoma extracutáneo
Deficiencia de LCAT,Deficiencia de LCAT
Prionopatía variable sensible a proteasas,Prionopatía sensible a la proteasa variable
Síndrome de Alagille por una mutación puntual en el gen NOTCH2,Síndrome de Alagille debido a una mutación de punto NOTCH2
Síndrome de dismorfia facial-inmunodeficiencia-livedo-talla baja,"Dismorfismo facial, inmunodeficiencia, síndrome de estatura corta"
Meningitis meningocócica,Meningitis meningocócica
Laringocele,Laryngocele
Congelación progresiva y primaria de la marcha,Movimiento primario progresivo de congelación
Pseudopseudohipoparatiroidismo,Pseudopseudohipoparatiroidismo
Síndrome de dolor episódico familiar,Síndrome de dolor episódico familiar
Tumor óseo de células gigantes,Tumor de células gigantes de hueso
Embriopatía por tolueno,Embriopatía tolueno
OBSOLETO: Hipomelanosis de Ito,Ito hipomelanosis
Eliptocitosis hereditaria,Eliptocitosis hereditaria
Colestasis intrahepática familiar,Colestasis intrahepática familiar
Degeneración helicoidal peripapilar coriorretiniana,Degeneración corioretinal peripapilar helicoide
Síndrome de afalangia-hemivértebras-disgenesia urogenital-intestinal,Síndrome de disgénesis afalangy-hemivertebrae-urogenital-intestinal
OBSOLETO: Defecto no sindrómico en el desarrollo del ojo,OBSOLETO: Defecto del desarrollo no sindrómico del ojo
Ataxia cerebelosa congénita autosómica recesiva por deficiencia de GRID2,Ataxia cerebelosa congénita recesiva autosómica debida a deficiencia de GRID2
"Síndrome de hipopigmentación con sordera y ceguera, tipo yemení","Síndrome de hipopigmentación ciego sordo, tipo yemenita"
Espina bífida quística toraco-lumbo-sacra,OBSOLETO: Espina bífida cística tóracolumbosacral
Síndrome de atresia de coanas-atelia-hipotiroidismo-retraso puberal-talla baja,Síndrome de atresia-atelia-hipotiroidismo postergado de pubertad-estatura corta
Parálisis periódica con síndrome similar al compartimental transitorio,Parálisis periódica con síndrome de tipo compartimento transitorio
Fenilcetonuria materna,Fenfenilcetonuria materna
Ependimoma,Ependimoma
Dermatosis erosiva y vesicular congénita,Dermatosis erosiva y vesicular congénita
Distonía dopa-sensible autosómica dominante,Distonía autosómica dominante con respuesta dopa
Síndrome metamérico arteriovenoso cerebrofacial,Síndrome arteriovenoso cerebrofacial
Síndrome de Turner por anomalías estructurales del cromosoma X,Síndrome de Turner debido a anomalías cromosómicas estructurales X
OBSOLETO: Síndrome ATR ligado al cromosoma X,OBSOLETA: Síndrome relacionado con ATR-X
Síndrome de la salida torácica,Síndrome de salida torácica
Hemangioma congénito rápidamente involutivo,Hemangioma congénito de rápida involución
Agenesia congénita del escroto,Agénesis congénita del escroto
Acidemia metilmalónica sensible a la vitamina B12 tipo clbDv2,"Acidemia metilmalónica con respuesta a vitamina B12, tipo cblDv2"
Síndrome de insensibilidad a la hormona de crecimiento,Síndrome de insensibilidad de la hormona del crecimiento
Enfermedad rara endocrina del crecimiento,Enfermedad de crecimiento endocrino rara
Síndrome de ectrodactilia-polidactilia,Síndrome de ectrodactilia-polidactilia
Miopatía miofibrilar,Miopatía miofibrillar
Encefalopatía autoinmune con parasomnia y apnea obstructiva del sueño,Encefalopatía autoinmune con parasomnia y apnea obstructiva del sueño
Síndrome de Asherman,Síndrome de Asherman
Epilepsia sensible al ácido folínico,Convulsiones sensibles al ácido folínico
Síndrome RAPADILINO,Síndrome de RAPADILINO
Ataxia espinocerebelosa tipo 40,Ataxia espinocerebelosa tipo 40
Miopatía distal de inicio precoz asociada al gen KLHL9,Miopatía distal de inicio temprano relacionada con KLHL9
Síndrome de atrofia óptica-discapacidad intelectual,Síndrome de discapacidad atrofia-intelectual óptica
Hipoplasia aislada del vermis cerebeloso,Hipoplasia de vermis cerebelosa aislada
Síndrome de Al-Gazali-Dattani,Síndrome de Al-Gazali-Dattani
Malformación genética de la fosa posterior,Malformación genética posterior de la fosa
Poliendocrinopatía autoinmune,Poliendocrinopatía autoinmune
Síndrome de displasia craneofacial-talla baja-anomalías ectodérmicas-discapacidad intelectual,"Displasia craneofacial, estatura corta, anomalías ectodérmicas, síndrome de discapacidad intelectual"
Displasia mesomélica de Langer,Displasia mesomélica Langer
Displasia espondiloepifisaria tipo Omani,"Displasia espondiloepipfiseal, tipo omaní"
Síndrome de ictiosis congénita-discapacidad intelectual-cuadriplejía espástica,Síndrome de ictiosis congénita-discapacidad intelectual-cuadriplegia espástica
Braquidactilia tipo A5,Braquidactilia tipo A5
Enfermedad sistémica pediátrica rara,Enfermedad sistémica pediátrica rara
Válvula uretral anterior,Válvula uretral anterior
Malformación arteriovenosa maxilar,Malformación arteriovenosa maxilar
OBSOLETO: Distiquiasis de cejas/pestañas,OBSOLETO: Distiquiasis de cejas y pestañas
Síndrome de retraso del neurodesarrollo-hipotonía-ataxia cerebelosa-defectos de la conducción cardiaca,Síndrome de retraso del neurodesarrollo-hipotonía-cerebello ataxia-defectos de conducción cardiaca
"Leucodistrofia metacromática, forma infantil tardía","Leucodistrofia metacromática, forma infantil tardía"
Linfoma MALT,Linfoma MALT
Amiloidosis liquenoide,Liquen amiloidosis
Carcinoma raro de intestino delgado,Carcinoma raro de intestino delgado
Hipertensión arterial pulmonar asociada a hipertensión portal,Hipertensión arterial pulmonar asociada a hipertensión portal
Síndrome de disfunción hiperactiva combinada de los nervios craneales,Síndrome de disfunción hiperactiva combinada de los nervios craneales
Síndrome malformativo con dentinogénesis imperfecta,Síndrome malformativo con dentinogénesis imperfectaa
Leiomiosarcoma de intestino delgado,Leiomiosarcoma de intestino delgado
Trombocitemia esencial,Trombocitemia esencial
Síndrome de ataxia espinocerebelosa autosómica recesiva-ceguera-sordera,Síndrome autosómico recesivo espinocerebello ataxia-ciego-debilidad
Síndrome de Stickler tipo 2,Síndrome de Stickler tipo 2
Glioma cordoide,Glioma cordoide
Displasia disegmentaria tipo Silverman-Handmaker,"Displasia dissegmental, tipo Silverman-Handmaker"
Síndrome de microcefalia-polimicrogiria-agenesia del cuerpo calloso,Síndrome de microcefalia-polimicrogiria-corpus callosum agenesis
Síndrome de hipogonadismo hipogonadotrópico-microcefalia grave-hipoacusia neurosensorial-dismorfia,Síndrome de hipogonadismo hipogonadotrópico-grave microcefalia-sensorineural pérdida auditiva-dismorfismo
Síndrome linfoproliferativo autoinmune,Síndrome linfoproliferativo autoinmune
Anemia arregenerativa,Anemia aregenerativa
OBSOLETO: Síndrome de Dennis Cohen,Síndrome de Dennis-Cohen
Hemicránea continua,Hemicrania continua
Enfermedad de Dent,Enfermedad de la dentadura
Porfiria eritropoyética congénita,Porfiria eritropoyética congénita
OBSOLETO: Enteropatía autoinmune tipo 3,OBSOLETA: enteropatía autoinmune tipo 3
Pubertad precoz central genética,La pubertad precoz central genética
Síndrome de espasmos-pulgar ancho del lactante,Espasmos infantiles - síndrome de pulgares anchos
Displasia disegmentaria tipo Rolland-Desbuquois,"Displasia disegmental, tipo Rolland-Desbuquois"
