hpo_id,english,candidate,reference,simple,sacrebleu,`ter`,semsim
HP:0034629,Xanthoma of bone,Xantoma óseo,Xantoma de hueso,0,30.3,0.0,88.1
HP:0100261,Abnormal tendon morphology,morfología anormal de los tendón,Morfología del tendón anormal,0,14.1,40.0,99.1
HP:0100774,Hyperostosis,Hiperostosis,Hiperostosis,1,100.0,100.0,100.0
HP:3000052,Abnormal hyoid bone morphology,morfología ósea hioidea anormal,Anomalía del hueso hioides,0,0.0,0.0,70.0
HP:3000079,Abnormal mandibular symphysis morphology,alteración de la morfología de la sínfisis mandibular,Anomalía de la sínfisis mandibular,0,34.6,50.0,87.8
HP:0000682,Abnormal dental enamel morphology,anomalía morfológica del esmalte dental,Anomalía del esmalte dental,0,42.7,80.0,96.3
HP:0000703,Dentinogenesis imperfecta,Dentinogénesis imperfecta,Dentinogénesis imperfecta,1,100.0,100.0,100.0
HP:0100717,Abnormal cementum morphology,morfología anormal del cemento,Anomalía del cemento dental,0,31.9,25.0,70.4
HP:0001281,Tetany,Tetania,Tetania,1,100.0,100.0,100.0
HP:0001324,Muscle weakness,Debilidad muscular,Debilidad muscular,1,100.0,100.0,100.0
HP:0002486,Myotonia,Miotonía,Miotonía,1,100.0,100.0,100.0
HP:0003394,Muscle spasm,Espasmo muscular,Calambres musculares,0,0.0,0.0,93.1
HP:0003457,EMG abnormality,anomalía del electroencefalograma,Anomalía del EMG,0,55.0,66.7,66.3
HP:0003552,Muscle stiffness,Rigidez muscular,Rigidez muscular,1,100.0,100.0,100.0
HP:0003559,Muscle hyperirritability,Hiperirritabilidad muscular,Hiperirritabilidad muscular,1,100.0,100.0,100.0
HP:0003750,Increased muscle fatiguability,Aumento de la fatigabilidad muscular,Aumento de la fatigabilidad muscular,1,100.0,100.0,100.0
HP:0003800,Muscle abnormality related to mitochondrial dysfunction,Anomalía muscular relacionada con disfunción mitocondrial,Anomalía muscular relacionada con disfunción mitocondrial,1,100.0,100.0,100.0
HP:0003808,Abnormal muscle tone,tono muscular anormal,Tono muscular anómalo,0,55.0,66.7,86.3
HP:0004302,Functional motor deficit,Déficit motor funcional,Problemas motores funcionales,0,0.0,0.0,84.8
HP:0000301,Abnormality of facial musculature,anomalía de la musculatura facial,Anomalía de la musculatura facial,0,100.0,100.0,100.0
HP:0000775,Abnormality of the diaphragm,anomalía del diafragma,Anomalía del diafragma,0,100.0,100.0,100.0
HP:0001469,Abnormal morphology of the pelvis musculature,morfología anormal de la musculatura de la pelvis,Anomalía de la musculatura de la pelvis,0,68.0,75.0,92.0
HP:0003198,Myopathy,Miopatía,Miopatía,1,100.0,100.0,100.0
HP:0003199,Decreased muscle mass,Disminución de la masa muscular,Disminución de la masa muscular,1,100.0,100.0,100.0
HP:0003201,Rhabdomyolysis,Rabdomiólisis,Rabdomiolisis,0,0.0,0.0,93.0
HP:0003202,Skeletal muscle atrophy,Atrofia de la musculatura esquelética,Amiotrofia,0,0.0,0.0,45.7
HP:0003560,Muscular dystrophy,Distrofia muscular,Distrofia muscular,1,100.0,100.0,100.0
HP:0003712,Skeletal muscle hypertrophy,Hipertrofia muscular esquelética,Hipertrofia muscular,0,55.0,66.7,94.3
HP:0003716,Generalized muscular appearance from birth,Apariencia muscular generalizada desde el nacimiento,Aspecto musculoso generalizado desde el nacimiento,0,30.2,50.0,95.7
HP:0003725,Firm muscles,Músculos firmes,Músculos firmes,1,100.0,100.0,100.0
HP:0003761,Calcinosis,Calcinosis,Calcinosis,1,100.0,100.0,100.0
HP:0004303,Abnormal muscle fiber morphology,alteración morfológica de la fibra muscular,Anomalía de las fibras musculares,0,8.1,16.7,88.9
HP:0008049,Abnormality of the extraocular muscles,anomalía de los músculos extraoculares,Anomalía de los músculos extraoculares,0,100.0,100.0,100.0
HP:0008316,Abnormal mitochondria in muscle tissue,Mitocondrias anormales en el tejido muscular,Mitocondrias anormales en el tejido muscular,1,100.0,100.0,100.0
HP:0008985,Increased intramuscular fat,Aumento de la grasa intramuscular,Aumento de la grasa intramuscular,1,100.0,100.0,100.0
HP:0009131,Abnormality of the musculature of the thorax,anomalía de la musculatura del tórax,Anomalía de la musculatura del tórax,0,100.0,100.0,100.0
HP:0012233,Intramuscular hematoma,Hematoma intramuscular,Hematoma intramuscular,1,100.0,100.0,100.0
HP:0012241,Levator palpebrae superioris atrophy,Atrofia del músculo elevador del párpado superior,Atrofia del elevador del párpado superior,0,48.9,85.7,53.5
HP:0012548,Fatty replacement of skeletal muscle,Reemplazo graso del músculo esquelético,Infiltración grasa del músculo esquelético,0,39.8,60.0,84.5
HP:0025718,Skeletal muscle hyperechogenicity,Hiperecogenicidad del músculo esquelético,Hiperecogenicidad del músculo esquelético,1,100.0,100.0,100.0
HP:0030236,Abnormality of muscle size,anomalía del tamaño muscular,Anomalía del tamaño muscular,0,100.0,100.0,100.0
HP:0030951,Skeletal muscle fibrosis,Fibrosis de los músculos esqueléticos,Fibrosis del músculo esquelético,0,10.7,20.0,99.5
HP:0032019,Muscle eosinophilia,Eosinofilia muscular,Eosinofilia muscular,1,100.0,100.0,100.0
HP:0034510,Abnormal muscle tissue enzyme activity or level,nivel o actividad anormal de la enzima del tejido muscular,Actividad anormal de las enzimas del tejido muscular,0,26.3,60.0,96.7
HP:0040173,Abnormality of the tongue muscle,anomalía lingual,Anomalía del músculo de la lengua,0,6.8,-150.0,63.4
HP:0040286,Abnormal axial muscle morphology,anomalía morfológica del músculo axial,Anomalía de los músculos axiales,0,10.7,20.0,93.1
HP:0040291,Skeletal muscle steatosis,Esteatosis del músculo esquelético,Esteatosis del músculo esquelético,1,100.0,100.0,100.0
HP:0100614,Myositis,Miositis,Miositis,1,100.0,100.0,100.0
HP:0100748,Muscular edema,Edema muscular,Edema muscular,1,100.0,100.0,100.0
HP:0410167,Abnormal morphology of the chest musculature,morfología anormal de la musculatura torácica,Anomalía de la musculatura del tórax,0,30.2,33.3,88.4
HP:0410168,Abnormality of the back musculature,anomalía de la musculatura de la espalda,Anomalía de la musculatura de la espalda,0,100.0,100.0,100.0
HP:0410169,Abnormal morphology of the shoulder musculature,morfología anormal de la musculatura del hombro,Anomalía de la musculatura del hombro,0,61.5,71.4,93.4
HP:0430014,Abnormality of musculature of soft palate,anomalía de la musculatura del paladar blando,Anomalía de la musculatura del paladar blando,0,100.0,100.0,100.0
HP:0430015,Abnormal morphology of musculature of pharynx,morfología anormal de la musculatura de la faringe,Anomalía de la musculatura de la faringe,0,68.0,75.0,92.5
HP:3000051,Abnormal hyoglossus muscle morphology,anomalía morfológica del músculo hiogloso,Anomalía del músculo hiogloso,0,42.7,80.0,96.1
HP:3000004,Abnormal frontalis muscle physiology,alteración de la fisiología muscular frontal,Anomalía del músculo frontal,0,8.1,16.7,87.8
HP:0009126,Increased adipose tissue,aumento del tejido adiposo,Aumento de tejido adiposo,0,35.4,75.0,99.8
HP:0000291,Abnormality of facial adipose tissue,anomalía del tejido adiposo facial,Anomalía de tejido adiposo facial,0,42.7,80.0,99.7
HP:0001001,Abnormality of subcutaneous fat tissue,alteración del tejido adiposo subcutáneo,Anomalía del tejido graso subcutáneo,0,23.6,60.0,87.7
HP:0009125,Lipodystrophy,Lipodistrofia,Lipodistrofia,1,100.0,100.0,100.0
HP:0012490,Panniculitis,Paniculitis,Paniculitis,1,100.0,100.0,100.0
HP:0025384,Diet-resistant subcutaneous adipose tissue,Tejido adiposo subcutáneo resistente a la dieta,Tejido adiposo subcutáneo resistente a la dieta,1,100.0,100.0,100.0
HP:0030759,Adipocyte hypertrophy,Hipertrofia adipocitaria,Hipertrofia de los adipocitos,0,18.4,-50.0,92.6
HP:0031451,Lower extremity subcutanous fat hypertrophy,Hipertrofia de la grasa subcutánea de las extremidades inferiores,Hipertrofia de grasa subcutánea en la extremidad inferior,0,14.3,44.4,98.3
HP:0040063,Decreased adipose tissue,Disminución del tejido adiposo,Disminución del tejido adiposo,1,100.0,100.0,100.0
HP:0001371,Flexion contracture,contractura en flexión,Contractura en flexión,0,100.0,100.0,100.0
HP:0100537,Fasciitis,fascitis,Fascitis,0,100.0,100.0,100.0
HP:0100686,Enthesitis,entesitis,"Entesopatía, entesitis (inflamación de las inserciones)",0,0.0,-400.0,63.8
HP:0000559,Corneal scarring,cicatrización corneal,Cicatrización de la córnea,0,18.4,-50.0,89.8
HP:0000987,Atypical scarring of skin,Cicatricial atípica,Cicatrización atípica de la piel,0,11.2,-100.0,83.6
HP:0007777,Chorioretinal scar,Cicatriz coriorretiniana,Cicatrices coriorretinianas,0,0.0,0.0,96.2
HP:0200056,Macular scar,cicatriz macular,Cicatrices maculares,0,0.0,0.0,89.4
HP:0000776,Congenital diaphragmatic hernia,Hernia diafragmática congénita,Hernia diafragmática congénita,1,100.0,100.0,100.0
HP:0002036,Hiatus hernia,hernia hiatal,Hernia del hiato,0,30.3,0.0,85.6
HP:0100823,Genital hernia,Hernia genital,Hernia genital,1,100.0,100.0,100.0
HP:0009721,Shagreen patch,parche Shagreen,Placa de piel endurecida (Shagreen patch),0,2.5,-150.0,41.0
HP:0002750,Delayed skeletal maturation,Retraso de la maduración esquelética,Maduración esquelética retrasada,0,21.4,20.0,98.7
HP:0005616,Accelerated skeletal maturation,maduración esquelética acelerada,Maduración esquelética acelerada,0,100.0,100.0,100.0
HP:0200000,Dysharmonic skeletal maturation,maduración esquelética disarmónica,Edad ósea disarmónica,0,27.5,33.3,70.9
HP:0002661,Painless fractures due to injury,Fracturas indoloras por lesión,Fracturas indoloras debido a una lesión,0,21.4,25.0,97.9
HP:0002756,Pathologic fracture,fractura patológica,Fracturas patológicas,0,0.0,0.0,98.5
HP:0002757,Recurrent fractures,fracturas recurrentes,Fracturas recurrentes,0,100.0,100.0,100.0
HP:0003023,Bowing of limbs due to multiple fractures,Arqueamiento de extremidades por fracturas múltiples,Arqueamiento de las extremidades debido a múltiples fracturas,0,14.6,33.3,98.8
HP:0005855,Multiple prenatal fractures,Fracturas prenatales múltiples,Fracturas prenatales múltiples,1,100.0,100.0,100.0
HP:0001886,Foot osteomyelitis,Osteomielitis de los pies,Osteomielitis o necrosis distal (pies) debida a neuropatía sensitiva,0,3.3,-75.0,71.6
HP:0005010,Osteomyelitis leading to amputation due to slow healing fractures,Osteomielitis que conduce a amputación por fracturas de curación lenta,Osteomielitis que conduce a la amputación debido a la lenta curación de las fracturas,0,21.6,20.0,99.2
HP:0005661,Salmonella osteomyelitis,Salmonella enterica subesp. enterica ser. Osteomielitis,Osteomielitis por salmonella,0,6.6,0.0,89.3
HP:0007626,Mandibular osteomyelitis,Osteomielitis mandibular,Osteomielitis mandibular,1,100.0,100.0,100.0
HP:0100323,Juvenile aseptic necrosis,Necrosis aséptica juvenil,Necrosis aséptica juvenil,1,100.0,100.0,100.0
HP:0011729,Abnormality of joint mobility,anomalía de la movilidad articular,Anomalía de la movilidad articular,0,100.0,100.0,100.0
HP:0033129,Abnormal shoulder physiology,alteración de la fisiología de los hombros,Fisiología anormal del hombro,0,6.6,14.3,91.2
HP:0034431,Joint crepitus,Crepitación articular,Crepitación articular,1,100.0,100.0,100.0
HP:0001430,Abnormal calf musculature morphology,anomalía de la musculatura de la pantorrilla,Anomalía de la musculatura de la pantorrilla,0,100.0,100.0,100.0
HP:0001436,Abnormality of the foot musculature,anomalía musculatura del pie,Anomalía de la musculatura del pie,0,38.8,50.0,99.6
HP:0001441,Abnormality thigh musculature morphology,anomalía musculatura del muslo morfología,Anomalía de la musculatura del muslo,0,35.0,40.0,92.9
HP:0008968,Muscle hypertrophy of the lower extremities,Hipertrofia muscular de las extremidades inferiores,Hipertrofia muscular de extremidades inferiores,0,38.0,83.3,99.8
HP:0008969,Leg muscle stiffness,Rigidez de los músculos de las piernas,Rigidez muscular de las piernas,0,26.3,57.1,99.5
HP:0410260,Asymmetrical gluteal crease,pliegue glúteo asimétrico,Pliegue glúteo asimétrico,0,100.0,100.0,100.0
HP:0001761,Pes cavus,pie cavo,Pie cavo,0,100.0,100.0,100.0
HP:0001763,Pes planus,pie plano,Pie plano,0,100.0,100.0,100.0
HP:0001769,Broad foot,pie ancho,Pies anchos,0,0.0,0.0,83.3
HP:0001780,Abnormal toe morphology,morfología anormal de los dedos del pie,Anomalía del dedo del pie,0,13.1,28.6,91.4
HP:0001786,Narrow foot,Pie estreñido,Pie estrecho - delgado,0,18.4,-50.0,95.5
HP:0001832,Abnormal metatarsal morphology,morfología metatarsiana anormal,Anomalía de los huesos metatarsianos,0,0.0,-66.7,84.0
HP:0001833,Long foot,pie largo,Dedos del pie largos,0,18.4,-50.0,78.9
HP:0001839,Split foot,Pie hendido,Pie hendido,1,100.0,100.0,100.0
HP:0001850,Abnormality of the tarsal bones,anomalía de los huesos del tarso,Anomalía de los huesos del tarso,0,100.0,100.0,100.0
HP:0001854,Podagra,podagra,Gota en lo pies,0,0.0,-300.0,54.7
HP:0005109,Abnormality of the Achilles tendon,anomalía del tendón de Aquiles,Anomalía del tendón de Aquiles,0,100.0,100.0,100.0
HP:0005656,Positional foot deformity,Deformidad del pie posicional,Deformidad posicional del pie,0,38.0,75.0,99.7
HP:0006494,Aplasia/Hypoplasia involving bones of the feet,Aplasia/hipoplasia que compromete los huesos de los pies,Aplasia / hipoplasia de los huesos de los pies,0,52.5,80.0,95.2
HP:0008081,Pes valgus,Peso valgo,Deformidad del pie valgo,0,18.4,-50.0,35.9
HP:0008082,Medial deviation of the foot,desviación medial del pie,Desviación medial del pie,0,100.0,100.0,100.0
HP:0008090,Ankylosis of feet small joints,Anquilosis de pies articulaciones pequeñas,Anquilosis de las pequeñas articulaciones de los pies,0,14.7,0.0,98.5
HP:0008110,Equinovarus deformity,deformidad del equinovaro,Deformidad en equinovaro,0,34.7,66.7,97.6
HP:0008132,Medial rotation of the medial malleolus,Rotación medial del maleolo medial,Rotación medial del maléolo medial,0,42.7,80.0,96.3
HP:0008366,Foot joint contracture,Contractura de la articulación de los pies,Contracturas que afectan las articulaciones de los pies,0,21.2,28.6,96.3
HP:0009134,Osteolysis involving bones of the feet,Osteolisis que compromete los huesos de los pies,Osteólisis comprometiendo huesos de los pies,0,34.6,50.0,98.1
HP:0009136,Duplication involving bones of the feet,Duplicación que compromete los huesos de los pies,Duplicación que afecta los huesos de los pies,0,59.5,87.5,98.4
HP:0009140,Synostosis involving bones of the feet,Sinostosis que compromete los huesos de los pies,Sinostosis comprometiendo huesos de los pies,0,36.6,62.5,98.9
HP:0010219,Structural foot deformity,Deformidad estructural del pie,Deformidad estructural del pie,1,100.0,100.0,100.0
HP:0010507,Foot asymmetry,asimetría del pie,Asimetría del pie,0,100.0,100.0,100.0
HP:0010675,Abnormal foot bone ossification,osificación anormal del hueso del pie,Anomalía de la osificación de los huesos del pie,0,10.9,0.0,98.3
HP:0032276,Prominent subcalcaneal fat pad,Almohadilla de grasa subcalcaneal prominente,Almohadillas grasas subcalcaneas prominentes,0,0.0,0.0,93.1
HP:0100270,Abnormality of dorsoventral patterning of the limbs,anomalía del patrón dorsoventral de las extremidades,Anomalía del patrón dorsoventral de las extremidades,0,100.0,100.0,100.0
HP:0100872,Abnormality of the plantar skin of foot,anomalía de la piel plantar del pie,Anomalía de la piel de la planta del pie,0,36.7,57.1,98.8
HP:0006844,Absent patellar reflexes,Ausencia de reflejos patelares,Ausencia del reflejo rotuliano,0,16.0,25.0,78.7
HP:0200101,Decreased/absent ankle reflexes,Disminución/ausencia de los reflejos aquíleos,Disminución / ausencia de los reflejos del tobillo,0,70.1,71.4,49.1
HP:0009072,Decreased Achilles reflex,Disminución del reflejo aquíleo,Disminución del reflejo de aquiles,0,46.3,50.0,84.7
HP:0011808,Decreased patellar reflex,Disminución del reflejo rotuliano,Disminución del reflejo patelar,0,59.5,75.0,76.4
HP:0002979,Bowing of the legs,arqueamiento de las piernas,Arqueamiento o incurvación de las piernas,0,38.8,50.0,89.5
HP:0002991,Abnormal fibula morphology,morfología anormal del peroné,Anomalía del peroné,0,31.9,50.0,79.1
HP:0002992,Abnormal tibia morphology,tibia morfológica anormal,Anomalía de la tibia,0,19.7,-33.3,77.6
HP:0006489,Abnormal femoral metaphysis morphology,alteración de la morfología de la metáfisis femoral,Anomalía de la metáfisis femoral,0,34.6,50.0,87.9
HP:0006491,Abnormal tibial metaphysis morphology,alteración de la metáfisis tibial morfológica,Anomalía de la metáfisis tibial,0,50.8,66.7,90.3
HP:0006499,Abnormal femoral epiphysis morphology,epífisis femoral anormal morfología,Anomalía de las epífisis femorales,0,12.4,-25.0,93.4
HP:0006508,Abnormality of tibial epiphyses,anomalía de la epífisis tibial,Anomalía de las epífisis tibiales,0,23.6,60.0,99.4
HP:0010593,Abnormal fibular epiphysis morphology,epífisis fibular anormal morfología,Anomalía de las epífisis de peroné,0,9.7,-50.0,82.4
HP:0010631,Abnormality of the epiphyses of the feet,anomalía de las epífisis de los pies,Anomalía de las epífisis de los pies,0,100.0,100.0,100.0
HP:0008963,Tibialis muscle weakness,Debilidad muscular en el músculo tibial,Debilidad del músculo tibial,0,18.0,50.0,99.0
HP:0011727,Peroneal muscle weakness,Debilidad de los músculos peroneos,Debilidad muscular peroneal,0,10.7,20.0,97.5
HP:0012098,Edema of the dorsum of feet,Edema del dorso de los pies,Edema del dorso de los pies,1,100.0,100.0,100.0
HP:0033045,Bipedal edema,Edema bípedo,Edema de ambos pies,0,18.4,-50.0,46.0
HP:0002823,Abnormal femur morphology,morfología anormal del fémur,Anomalía del fémur,0,31.9,50.0,82.5
HP:0006493,Aplasia/hypoplasia involving bones of the lower limbs,Aplasia/hipoplasia que afecta a los huesos de las extremidades inferiores,Aplasia / hipoplasia de los huesos de los miembros inferiores,0,22.0,58.3,93.4
HP:0009138,Synostosis involving bones of the lower limbs,Sinostosis que compromete los huesos de las extremidades inferiores,Sinostosis comprometiendo huesos de los miembros inferiores,0,12.0,44.4,96.5
HP:0009139,Osteolysis involving bones of the lower limbs,Osteolisis que compromete los huesos de las extremidades inferiores,Osteólisis comprometiendo huesos de los miembros inferiores,0,11.3,33.3,95.9
HP:0010174,Broad phalanx of the toes,Falange ancha de los dedos del pie,Falanges anchas de los dedos del pie,0,61.5,71.4,98.9
HP:0010743,Short metatarsal,Metatarsiano corto,Metatarsiano corto,1,100.0,100.0,100.0
HP:0041210,Fractured lateral malleolus of fibula,Maleolo lateral fracturado del peroné,Maléolo lateral fracturado del peroné,0,66.9,80.0,98.1
HP:0041235,Fractured hindlimb bone,Fractura de la extremidad posterior,Fractura del miembro inferior,0,10.7,20.0,93.5
HP:0001384,Abnormal hip joint morphology,morfología anormal de la articulación de la cadera,Anomalía de la articulación de la cadera,0,68.0,75.0,93.8
HP:0002815,Abnormality of the knee,anomalía de la rodilla,Anomalía de las rodillas,0,31.9,50.0,95.6
HP:0003028,Abnormality of the ankle,anomalía del tobillo,Anomalía de los tobillos,0,19.7,0.0,97.7
HP:0001167,Abnormal finger morphology,morfología anormal de los dedos de la mano,Anomalía del dedo de la mano,0,20.6,37.5,91.0
HP:0001421,Abnormality of the musculature of the hand,anomalía de la musculatura de la mano,Anomalía de la musculatura de la mano,0,100.0,100.0,100.0
HP:0005922,Abnormal hand morphology,morfología anormal de la mano,Morfología anormal de la mano,0,100.0,100.0,100.0
HP:0006256,Abnormality of hand joint mobility,anomalía en la movilidad de la articulación de la mano,Anomalía de la movilidad articular de la mano,0,23.0,60.0,98.9
HP:0009473,Joint contracture of the hand,Contractura articular de la mano,Contracturas en las articulaciones de la mano,0,26.7,20.0,93.3
HP:0100871,Abnormal palm morphology,morfología anormal de las palmas,Anomalía de la palma de la mano,0,7.2,-20.0,56.9
HP:0001435,Abnormality of the shoulder girdle musculature,anomalía de la musculatura de la cintura escapular,Anomalía de la musculatura de la cintura escapular,0,100.0,100.0,100.0
HP:0001457,Abnormality of the musculature of the upper arm,anomalía de la musculatura del brazo,Anomalía de la musculatura de la parte superior del brazo,0,31.0,33.3,97.4
HP:0001467,Aplasia/Hypoplasia involving the musculature of the upper limbs,Aplasia/hipoplasia que afecta a la musculatura de las extremidades superiores,Aplasia / hipoplasia de la musculatura de los miembros superiores,0,22.0,58.3,92.7
HP:0008997,Proximal muscle weakness in upper limbs,Debilidad muscular proximal en las extremidades superiores,Debilidad muscular proximal de extremidades superiores,0,30.7,71.4,99.8
HP:0009129,Upper limb amyotrophy,Amiotrofia de las extremidades superiores,Amiotrofia miembro superior,0,10.7,20.0,94.1
HP:0040265,Upper limb muscle hypertrophy,Hipertrofia muscular de las extremidades superiores,Hipertrofia del músculo de la extremidad superior,0,8.2,16.7,98.3
HP:0200049,Upper limb hypertonia,Hipertonía de las extremidades superiores,Hipertonía miembro superior,0,10.7,20.0,93.4
HP:0003063,Abnormality of the humerus,anomalía del húmero,Anomalía del húmero,0,100.0,100.0,100.0
HP:0003059,Abnormality of the radioulnar joints,anomalía de las articulaciones radiocubitales,Anomalía de las articulaciones radiocubital,0,66.9,80.0,99.6
HP:0003955,Bone-in-a-bone appearance of forearm,Apariencia ósea del antebrazo,Apariencia de hueso en hueso en el antebrazo,0,7.0,-50.0,87.2
HP:0005632,Absent forearm,Ausencia de antebrazo,Ausencia de antebrazo,1,100.0,100.0,100.0
HP:0006368,Forearm reduction defects,Defectos en la reducción del antebrazo,Defectos por reducción del antebrazo,0,32.5,66.7,99.5
HP:0030267,Calcification of the interosseus membrane of the forearm,Calcificación de la membrana interósea del antebrazo,Calcificación de la membrana interósea del antebrazo,1,100.0,100.0,100.0
HP:0040072,Abnormal forearm bone morphology,anomalía morfológica del antebrazo,Anomalía de huesos del antebrazo,0,27.5,50.0,88.9
HP:0100241,Ectopic respiratory mucosa,Mucosa respiratoria ectópica,Mucosa respiratoria ectópica,1,100.0,100.0,100.0
HP:0003840,Delayed upper limb epiphyseal ossification,Retraso de la osificación epifisaria de las extremidades superiores,Retraso en la osificación de las epífisis de las extremidades superiores,0,30.5,55.6,96.2
HP:0003841,Fragmented epiphyses of the upper limbs,Epífisis fragmentadas de las extremidades superiores,Epífisis fragmentados de los miembros superiores,0,10.7,50.0,68.4
HP:0003842,Irregular epiphyses of the upper limbs,Epífisis irregulares de las extremidades superiores,Epífisis irregulares de los miembros superiores,0,32.5,66.7,49.1
HP:0003843,Round epiphyses of the upper limbs,Epífisis redondeadas de las extremidades superiores,Epífisis redondeada de los miembros superiores,0,10.7,50.0,69.6
HP:0003844,Small epiphyses of the upper limbs,Epífisis pequeñas de las extremidades superiores,Epífisis pequeñas de los miembros superiores,0,32.5,66.7,76.2
HP:0003846,Wide epiphyseal plates of the upper limbs,Placas epifisarias anchas de las extremidades superiores,Ensanchamiento de las placas epifisarias de los miembros superiores,0,14.8,28.6,90.6
HP:0003891,Abnormality of the humeral epiphysis,anomalía de la epífisis humeral,Anomalía de la epífisis humeral,0,100.0,100.0,100.0
HP:0003904,Wide epiphyses of the upper limbs,Epífisis anchas de las extremidades superiores,Ensanchamiento epifisiario de los miembros superiores,0,9.7,33.3,68.6
HP:0003946,Abnormality of the epiphyses of the elbow,anomalía de la epífisis del codo,Anomalía de las epífisis del codo,0,38.0,83.3,99.6
HP:0003999,Abnormality of radial epiphyses,anomalía de la epífisis radial,Anomalía de las epífisis radial,0,30.2,80.0,99.6
HP:0004037,Abnormal ulnar epiphysis morphology,epífisis cubital anómala morfológica,Anomalía de las epífisis cubital,0,24.9,0.0,87.7
HP:0005924,Abnormal hand epiphysis morphology,epífisis anómala de la mano,Anomalía de la epífisis de la mano,0,28.6,20.0,85.3
HP:0003865,Bowed humerus,húmero arqueado,Húmero arqueado o curvado,0,36.8,0.0,86.3
HP:0003956,Bowed forearm bones,Arqueamiento de los huesos del antebrazo,Huesos del antebrazo arqueados,0,30.2,33.3,95.5
HP:0005927,Aplasia/hypoplasia involving bones of the hand,Aplasia/hipoplasia que afecta a los huesos de la mano,Aplasia / hipoplasia de los huesos de la mano,0,46.9,72.7,95.5
HP:0006503,Aplasia/hypoplasia involving forearm bones,Aplasia/hipoplasia que afecta los huesos del antebrazo,Aplasia / hipoplasia de los huesos del antebrazo,0,43.2,77.8,95.2
HP:0006507,Aplasia/hypoplasia of the humerus,Aplasia/hipoplasia del húmero,Aplasia / hipoplasia del húmero,0,100.0,100.0,95.2
HP:0009812,Amelia involving the upper limbs,Amelia que afecta a las extremidades superiores,Amelia de miembros superiores,0,7.8,28.6,53.7
HP:0009813,Upper limb phocomelia,focomelia de las extremidades superiores,Focomelia miembro superior,0,10.7,20.0,86.3
HP:0009814,Upper limb peromelia,peromelia de las extremidades superiores,Peromelia de miembro superior,0,21.4,40.0,91.0
HP:0009823,Aplasia involving bones of the upper limbs,Aplasia que compromete los huesos de las extremidades superiores,Aplasia de los huesos de las extremidades superiores,0,61.0,77.8,95.9
HP:0009824,Upper limb undergrowth,Acortamiento de las extremidades superiores,Reducción de miembro superior,0,10.7,20.0,75.7
HP:0004275,Duplication of hand bones,Duplicación de los huesos de la mano,Duplicación de huesos de la mano,0,48.9,85.7,99.6
HP:0003858,Cortical diaphyseal irregularity of the upper limbs,Irregulación diafisaria cortical de las extremidades superiores,Irregularidades de la cortical diafisaria de las extremidades superiores,0,34.2,42.9,94.2
HP:0003859,Cortical diaphyseal thickening of the upper limbs,Engrosamiento diafisario cortical de las extremidades superiores,Engrosamiento de la cortical diafisaria de las extremidades superiores,0,34.2,57.1,99.5
HP:0003860,Diaphyseal sclerosis of the upper limbs,Esclerosis diafisaria de las extremidades superiores,Esclerosis diáfisis de los miembros superiores,0,10.7,50.0,91.2
HP:0003861,Broad diaphyses of the upper limbs,Diafisis anchas de las extremidades superiores,Diáfisis de las extremidades superiores anchas,0,53.7,66.7,91.2
HP:0003926,Abnormal humeral diaphysis morphology,diáfisis humeral anormal morfológica,Anomalía de la diáfisis humeral,0,24.9,0.0,91.6
HP:0004027,Abnormality of radial diaphysis,anomalía de la diáfisis radial,Anomalía de la diáfisis radial,0,100.0,100.0,100.0
HP:0005925,Abnormal hand diaphysis morphology,anomalía morfológica de la diáfisis de la mano,Anomalías de las diáfisis de la mano,0,36.6,62.5,94.4
HP:0003848,Cupped metaphyses of the upper limbs,Metáfisis ahuecadas de las extremidades superiores,Metáfisis en copa de los miembros superiores,0,9.0,33.3,57.1
HP:0003850,Upper-limb metaphyseal irregularity,Irregulación metafisaria de las extremidades superiores,Metáfisis irregulares de los miembros superiores,0,9.7,33.3,39.9
HP:0003851,Lytic defects in metaphyses of the upper limbs,Defectos líticos en las metáfisis de las extremidades superiores,Defecto lítico en metáfisis de los miembros superiores,0,11.3,44.4,77.6
HP:0003852,Normal density transverse bands in metaphyses of the upper limbs,Bandas transversales de densidad normal en las metáfisis de las extremidades superiores,Bandas transversales de densidad normal en metáfisis de los miembros superiores,0,48.3,75.0,79.1
HP:0003854,Sclerosis of metaphyses of the upper limbs,Esclerosis de metáfisis de las extremidades superiores,Esclerosis de metáfisis de los miembros superiores,0,43.5,71.4,92.1
HP:0003855,Spurred metaphyses of the upper limbs,Metáfisis puriformes de las extremidades superiores,Espuelas en las metáfisis de los miembros superiores,0,8.2,0.0,39.8
HP:0003856,Upper limb metaphyseal widening,Espaciado metafisario de las extremidades superiores,Ensanchamiento metafisario en miembro superior,0,8.1,16.7,86.8
HP:0003907,Abnormal humeral metaphysis morphology,metafisología anormal del húmero,Anomalía de las metáfisis de húmero,0,9.7,-25.0,87.2
HP:0003949,Abnormal elbow metaphysis morphology,alteración de la metáfisis del codo morfológica,Anomalía de las metáfisis de codo,0,8.6,42.9,75.8
HP:0004015,Abnormal radial metaphysis morphology,alteración de la morfología de la metáfisis radial,Anomalía de metáfisis radial,0,12.2,37.5,85.6
HP:0004039,Abnormal ulnar metaphysis morphology,alteración de la metáfisis cubital morfológica,Anomalía de metáfisis cubital,0,18.0,50.0,81.8
